% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Wed Mar  2 23:00:48 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE CHI2 NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE CHI2_PC {yes, no}
@ATTRIBUTE CHI2_WT {yes, no}
@ATTRIBUTE CHI2_PC_LATE {yes, no}
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}

@DATA
3.07600e+00,-1.23160e+00,?,7.18500e+01,3.63600e+01,?,2.00427e+02,3.62490e-06,2.89500e-05,?,?,2.15040e+00,2.27620e+00,?,1.30000e+01,2.99000e-02,?,?,?,5.60000e+01,4.98699e-02,8.28000e+00,1.65600e+01,4.96800e+01,1.91666e+05,7.64000e+00,4.94000e+02,5.30530e+04,1.35200e+01,1.63840e+01,1.00000e-10,1.00000e+01,1.60000e+01,1.30000e+00,9.90000e-01,3.10000e-02,1.56000e+02,3.63600e+01,5.14287e-07,3.27805e-02,1.01077e-01,2.50977e-01,4.99725e-01,8.59265e-01,1.40735e-01,5.00275e-01,7.49023e-01,8.98923e-01,9.67220e-01,1.20100e+00,1.39236e+00,15.90/19,27.24/17,4.17/8,yes,yes
1.31400e+00,-1.37480e+00,?,3.38500e+01,1.88000e+01,?,2.30426e+02,2.79200e-05,1.42200e-04,8.25000e-05,5.53800e-02,1.90350e+00,1.90690e+00,1.44930e+00,2.73800e+02,3.99000e-02,1.18000e-01,1.11000e-01,9.10000e-02,5.50000e+01,1.32972e-01,5.80000e+00,7.60000e+00,8.30000e+01,2.83470e+04,8.08000e+00,1.10000e+02,1.42300e+03,1.67900e+01,2.56000e-01,1.84000e-08,1.84600e+01,1.37000e+02,2.11000e+01,2.30000e+00,4.60000e-02,6.20000e+01,1.88000e+01,3.06462e-06,8.45137e-03,3.21642e-02,1.01671e-01,2.81812e-01,7.51098e-01,2.48902e-01,7.18188e-01,8.98329e-01,9.67836e-01,9.91549e-01,1.00100e+00,7.73849e+00,167.48/198,416.08/341,111.38/124,yes,yes
1.15900e+00,-1.15930e+00,?,3.57600e+01,2.60000e+01,?,2.23072e+02,1.38680e-05,1.32800e-04,6.15900e-05,2.52500e-02,1.86310e+00,1.87910e+00,1.78080e+00,8.57000e+01,1.02000e-01,1.33000e-01,1.19000e-01,?,5.50000e+01,1.60092e-01,5.46000e+00,1.14400e+01,2.67800e+01,2.50680e+04,8.76000e+00,2.19000e+02,4.69500e+03,2.46100e+01,1.02400e+00,?,?,6.77000e+01,9.76000e+00,2.70000e+00,1.82000e-01,1.60500e+03,2.60000e+01,2.67984e-06,1.81931e-02,6.41420e-02,1.80170e-01,4.08481e-01,8.11606e-01,1.88394e-01,5.91519e-01,8.19830e-01,9.35858e-01,9.81807e-01,1.00100e+00,2.93714e+00,160.25/183,48.00/42,75.48/95,yes,yes
3.00000e+00,-1.61290e+00,?,5.48100e+01,1.30000e+01,?,1.30059e+02,8.99490e-06,4.01800e-05,3.21300e-05,2.65200e-01,2.13170e+00,2.17770e+00,1.91330e+00,8.49000e+01,1.34000e-02,?,?,8.10000e-02,5.60000e+01,4.57640e-02,1.53400e+01,6.38300e+01,2.67540e+02,3.09870e+04,1.14800e+01,3.32000e+02,5.63600e+03,2.49500e+01,1.02400e+00,4.19000e-09,1.09000e+01,5.70000e+01,3.80000e+00,1.09000e+00,1.50000e-02,5.30000e+01,1.30000e+01,5.49923e-07,4.14583e-02,1.21287e-01,2.89450e-01,5.54073e-01,8.92863e-01,1.07137e-01,4.45927e-01,7.10550e-01,8.78713e-01,9.58542e-01,1.40100e+00,8.83339e-01,61.87/50,412.79/340,35.63/40,yes,yes
1.48900e+00,-1.54570e+00,?,4.10000e+01,4.81400e+01,?,1.46355e+02,1.36320e-05,5.60800e-05,?,5.02700e-02,1.90740e+00,?,2.11030e+00,8.06000e+01,8.81000e-02,?,?,1.03000e-01,5.50000e+01,5.88851e-02,1.45000e+01,2.43600e+01,1.03240e+02,3.79970e+04,1.08000e+01,2.95000e+02,6.59900e+03,2.89300e+01,1.02400e+00,1.60000e-08,5.19000e+00,8.33000e+01,6.52000e+00,1.90000e+00,2.24000e-01,8.80000e+01,4.81400e+01,1.34164e-06,3.16080e-02,9.42382e-02,2.33542e-01,4.81025e-01,8.68386e-01,1.31614e-01,5.18975e-01,7.66458e-01,9.05762e-01,9.68392e-01,1.20100e+00,1.39661e+00,30.58/36,288.90/290,21.29/17,yes,yes
2.62500e+00,-8.03100e-01,?,4.31000e+01,7.90000e+01,?,?,1.09750e-06,2.51900e-05,8.60300e-06,5.55600e-02,2.15150e+00,2.29890e+00,2.53350e+00,1.77000e+01,1.61000e-02,?,-5.70000e-02,-3.00000e-03,5.50000e+01,?,1.89600e+01,3.63400e+01,7.97900e+01,0.00000e+00,8.87000e+00,1.73200e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.48000e-09,7.81000e+00,6.80000e+00,4.00000e-01,2.30000e-01,2.10000e-02,2.04000e+02,7.90000e+01,1.22866e-07,8.73378e-02,2.00246e-01,3.91191e-01,6.37879e-01,9.19204e-01,8.07957e-02,3.62121e-01,6.08809e-01,7.99754e-01,9.12662e-01,1.50100e+00,4.03482e-01,11.18/19,82.91/66,16.14/18,no,yes
4.41000e+00,-1.00800e+00,?,4.00500e+01,4.40000e+00,?,?,6.76210e-07,4.97800e-05,?,?,2.02580e+00,?,1.24902e+01,1.80000e+01,6.92000e-02,-1.50000e-02,-4.70000e-02,?,5.40000e+01,2.50000e-01,2.60000e+00,4.30000e+00,8.40000e+00,3.14390e+04,9.99000e+00,2.69000e+02,5.23100e+03,1.78600e+01,1.02400e+00,?,?,6.73000e+00,1.35000e+00,5.90000e-01,1.16000e-01,7.20000e+01,4.40000e+00,2.33315e-07,5.07686e-02,1.40174e-01,3.13458e-01,5.63180e-01,8.81425e-01,1.18575e-01,4.36820e-01,6.86542e-01,8.59826e-01,9.49231e-01,1.30100e+00,8.45911e-01,7.85/11,36.73/17,40.23/18,yes,yes
2.73700e+00,-1.69630e+00,?,4.13400e+01,6.65000e+00,?,?,?,1.82200e-04,?,1.26700e-01,2.02440e+00,2.07120e+00,1.62630e+00,1.18000e+01,6.08000e-02,?,?,?,5.60000e+01,9.70614e-02,3.43000e+00,1.25650e+02,1.92920e+02,?,?,?,?,?,?,1.00000e-10,1.00000e+01,3.40000e+00,1.10000e+00,2.40000e+00,9.40000e-02,1.08000e+02,6.65000e+00,6.63829e-08,4.37606e-02,1.22711e-01,2.81635e-01,5.24851e-01,8.63359e-01,1.36641e-01,4.75149e-01,7.18365e-01,8.77289e-01,9.56239e-01,1.10100e+00,1.11352e+00,65.62/58,50.79/53,13.55/9,?,yes
6.70000e+00,-4.04800e-01,?,6.43500e+01,9.00000e+00,?,?,7.59650e-07,9.09200e-06,?,?,1.76190e+00,?,?,1.67000e+01,3.17000e-02,?,?,?,5.50000e+01,1.67268e-01,2.16000e+00,4.14000e+00,8.19000e+00,3.15190e+04,9.39000e+00,2.00000e+02,4.88100e+03,1.39200e+01,1.02400e+00,1.00000e-10,1.00000e+01,5.60000e+00,1.40000e+00,3.20000e-01,4.30000e-02,1.05000e+02,9.00000e+00,2.65443e-07,3.01146e-02,9.52019e-02,2.40543e-01,4.85038e-01,8.48387e-01,1.51613e-01,5.14962e-01,7.59457e-01,9.04798e-01,9.69885e-01,1.10100e+00,1.59254e+00,11.28/16,na,15.58/17,yes,no
1.80000e+00,-9.88500e-01,?,7.00100e+01,5.88000e+00,?,?,6.51420e-07,4.03800e-05,2.37000e-05,5.68800e-02,2.16170e+00,2.07880e+00,3.09020e+00,3.01000e+01,2.10000e-02,?,?,1.17000e-01,5.40000e+01,3.57820e-01,1.86000e+00,2.76000e+00,7.50000e+00,2.97370e+04,8.22000e+00,1.61000e+02,2.72100e+03,1.81300e+01,5.12000e-01,3.44000e-09,1.21600e+01,4.94000e+00,1.94000e+00,1.50000e+00,1.10000e-02,7.20000e+01,5.88000e+00,2.37865e-07,3.94281e-02,1.16582e-01,2.75957e-01,5.22345e-01,8.63079e-01,1.36921e-01,4.77655e-01,7.24043e-01,8.83418e-01,9.60572e-01,1.10100e+00,1.17446e+00,82.70/61,59.97/61,51.07/39,yes,yes
3.42500e+00,-6.56500e-01,?,5.05400e+01,2.62600e+01,?,?,?,2.21800e-05,?,1.56600e-02,2.05640e+00,2.18180e+00,1.93290e+00,2.01000e+01,1.44000e-02,?,?,?,5.40000e+01,4.69846e-02,1.43000e+01,3.51000e+01,7.51400e+01,1.54767e+05,8.58000e+00,3.80000e+02,1.76040e+04,1.14400e+01,4.09600e+00,1.00000e-10,5.00000e+00,1.60000e+01,1.01000e+00,1.80000e-01,2.20000e-02,1.26000e+02,2.62600e+01,2.16870e-07,8.34876e-02,2.01207e-01,4.04501e-01,6.62262e-01,9.28009e-01,7.19907e-02,3.37738e-01,5.95499e-01,7.98793e-01,9.16512e-01,1.80100e+00,3.57795e-01,26.26/39,22.49/18,15.19/14,yes,yes
2.42660e+00,?,-2.35270e+00,4.08600e+01,1.58400e+01,?,2.91842e+01,2.68940e-06,8.62100e-05,4.51200e-05,1.59600e-01,2.02520e+00,1.91940e+00,1.78510e+00,2.75000e+01,3.28000e-02,?,?,3.40000e-02,5.60000e+01,2.49620e-02,2.36800e+01,2.50560e+02,3.61920e+02,3.80060e+04,7.40000e+00,2.15000e+02,5.80100e+03,1.26000e+01,1.02400e+00,1.50000e-09,8.12000e+00,2.30000e+01,1.30000e+00,7.00000e+00,3.90000e-02,1.00000e+02,1.58400e+01,1.41367e-07,3.12289e-02,7.03095e-02,1.39165e-01,2.44735e-01,4.91676e-01,5.08324e-01,7.55265e-01,8.60835e-01,9.29691e-01,9.68771e-01,5.01000e-01,7.22980e+00,55.67/61,522.50/455,36.64/32,yes,yes
3.83000e-01,-1.12110e+00,?,5.04500e+01,2.42000e+00,?,9.20247e+01,5.26070e-07,?,?,4.06300e-02,?,?,1.55560e+00,1.38000e+01,1.25000e-02,?,?,?,5.60000e+01,7.24340e-01,5.00000e-01,8.60000e-01,2.20000e+00,2.18380e+04,8.54000e+00,2.01000e+02,4.93100e+03,3.78500e+01,1.02400e+00,9.59000e-10,6.00000e+00,2.20000e+00,1.60000e+00,9.30000e-01,1.30000e-02,8.60000e+01,2.42000e+00,3.54676e-07,9.98372e-03,3.86268e-02,1.19705e-01,3.07513e-01,7.30480e-01,2.69520e-01,6.92487e-01,8.80295e-01,9.61373e-01,9.90016e-01,1.00100e+00,6.97753e+00,18.38/18,35.16/47,21.08/17,yes,yes
6.17000e-01,-1.58180e+00,?,4.74200e+01,2.60160e+02,?,1.17696e+02,1.70590e-05,?,?,?,?,?,?,2.49000e+01,4.75000e-02,?,?,?,5.60000e+01,1.01546e-02,6.23300e+01,1.81570e+02,2.54740e+02,0.00000e+00,1.42200e+01,1.92800e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,1.06000e+02,1.51000e+00,?,5.10000e-02,?,2.60160e+02,1.06882e-06,7.42569e-02,1.89871e-01,3.98865e-01,6.68414e-01,9.36355e-01,6.36451e-02,3.31586e-01,6.01135e-01,8.10129e-01,9.25743e-01,1.80100e+00,3.35202e-01,na,na,na,no,no
2.19800e+00,-9.92000e-01,?,6.21200e+01,3.09000e+00,?,?,2.65870e-06,1.18000e-04,3.18000e-05,3.88200e-02,2.18110e+00,2.11350e+00,1.97690e+00,6.00000e+01,5.37000e-02,?,-4.10000e-02,?,5.40000e+01,5.41872e-01,1.20000e+00,1.47000e+00,4.56000e+00,2.99680e+04,2.27800e+01,1.48500e+03,1.08660e+04,1.06670e+02,1.02400e+00,?,6.16000e+00,1.62000e+01,7.26000e+00,6.50000e-01,1.03000e-01,1.11000e+02,3.09000e+00,1.24505e-06,1.69214e-02,6.02667e-02,1.71777e-01,3.96044e-01,8.00639e-01,1.99361e-01,6.03956e-01,8.28223e-01,9.39733e-01,9.83079e-01,1.00100e+00,3.30798e+00,49.47/59,80.82/105,13.00/17,yes,yes
1.23000e+00,-1.70950e+00,?,5.81900e+01,5.45000e+00,?,5.81324e+01,9.67330e-07,3.10800e-05,?,?,1.78870e+00,2.10360e+00,3.07310e+00,1.72000e+01,6.99000e-02,-3.20000e-02,?,?,5.60000e+01,?,3.30000e+00,2.40500e+01,3.02500e+01,3.33710e+04,9.84000e+00,2.88000e+02,5.69200e+03,2.03700e+01,1.02400e+00,3.59000e-10,4.47000e+00,5.20000e+00,1.00000e+00,6.99000e-01,1.00000e-01,8.00000e+01,5.45000e+00,1.75878e-07,5.05050e-02,1.39003e-01,3.11746e-01,5.62750e-01,8.82884e-01,1.17116e-01,4.37250e-01,6.88254e-01,8.60997e-01,9.49495e-01,1.30100e+00,8.42543e-01,8.21/9,22.65/17,12.85/17,yes,yes
1.26100e+00,-9.57000e-01,?,3.17300e+01,3.50000e+01,?,5.88845e+02,1.14590e-04,4.89400e-05,2.26900e-05,1.12400e-01,2.12200e+00,2.13160e+00,1.92200e+00,3.30400e+02,1.77000e-02,1.18000e-01,?,1.05000e-01,5.50000e+01,3.48904e-02,1.68000e+01,2.31000e+01,7.49000e+01,2.69370e+04,1.56200e+01,3.84000e+02,8.02000e+03,7.31800e+01,1.02400e+00,3.36000e-08,7.00000e+00,4.44000e+02,1.46000e+01,1.40000e+00,2.10000e-02,8.00000e+01,3.50000e+01,1.32405e-05,7.82990e-03,3.09487e-02,1.00876e-01,2.86230e-01,7.49788e-01,2.50212e-01,7.13770e-01,8.99124e-01,9.69051e-01,9.92170e-01,1.00100e+00,8.08471e+00,79.49/81,638.21/484,35.87/41,yes,yes
2.37400e+00,-1.66780e+00,?,4.58000e+01,3.77400e+01,?,6.50574e+01,2.78410e-06,1.26800e-04,5.42200e-05,3.76800e-02,1.89920e+00,2.06770e+00,1.46220e+00,2.28000e+01,3.49000e-02,1.93000e-01,?,?,5.60000e+01,5.42609e-02,1.33200e+01,7.80700e+01,1.03970e+02,8.67320e+04,8.01000e+00,2.59000e+02,9.12100e+03,1.57700e+01,2.04800e+00,2.11000e-09,8.60000e+00,1.80000e+01,5.00000e-01,1.32000e+01,4.70000e-02,9.40000e+01,3.77400e+01,2.73043e-07,7.82047e-02,1.97561e-01,4.06194e-01,6.65058e-01,9.26947e-01,7.30534e-02,3.34942e-01,5.93806e-01,8.02439e-01,9.21795e-01,1.80100e+00,3.69776e-01,92.71/76,37.91/38,31.51/30,yes,yes
2.69200e+00,?,-2.26800e+00,4.99000e+01,2.00550e+02,?,2.68450e+01,1.10300e-06,3.35700e-05,?,1.23800e-01,1.92240e+00,1.70630e+00,1.91520e+00,1.59000e+01,1.22000e-02,?,?,5.80000e-02,5.60000e+01,2.05704e-02,3.43800e+01,1.18420e+02,1.87180e+02,1.56550e+05,9.48000e+00,4.55000e+02,1.75640e+04,8.71000e+00,4.09600e+00,5.22000e-09,1.32600e+01,9.00000e+00,5.00000e-01,7.00000e-01,1.20000e-02,1.14000e+02,2.00550e+02,8.06206e-08,6.91755e-02,1.51807e-01,2.89081e-01,4.74151e-01,7.69392e-01,2.30608e-01,5.25849e-01,7.10919e-01,8.48193e-01,9.30824e-01,1.00100e+00,1.51908e+00,15.43/25,357.32/328,14.35/17,yes,yes
3.30000e+00,-1.79380e+00,?,6.19600e+01,5.58000e+00,?,5.65312e+01,8.90160e-07,6.08900e-05,?,?,1.98260e+00,2.14780e+00,?,3.75000e+01,4.69000e-02,-1.10000e-02,?,?,5.50000e+01,4.14062e-01,1.62000e+00,2.04000e+00,6.54000e+00,3.27560e+04,8.20000e+00,2.31000e+02,5.10000e+03,1.31900e+01,1.02400e+00,4.65000e-10,5.09000e+00,5.66000e+00,2.54000e+00,5.70000e-01,4.90000e-02,5.10000e+01,5.58000e+00,3.48080e-07,3.83448e-02,1.10285e-01,2.60638e-01,5.03353e-01,8.55128e-01,1.44872e-01,4.96647e-01,7.39362e-01,8.89715e-01,9.61655e-01,1.10100e+00,1.31362e+00,42.03/28,14.24/17,21.64/17,yes,no
7.03000e-01,-9.95700e-01,?,4.38300e+01,8.56000e+00,?,?,1.88060e-06,7.28500e-05,3.16100e-05,2.51100e-01,2.13990e+00,2.11990e+00,2.21430e+00,3.42000e+01,1.13000e-01,?,?,2.58000e-01,5.40000e+01,1.46685e-01,5.92000e+00,1.44240e+02,1.71040e+02,3.41370e+04,8.68000e+00,1.62000e+02,2.93300e+03,1.55200e+01,5.12000e-01,4.29000e-10,4.79000e+00,1.62000e+01,2.44000e+00,4.09000e+00,1.73000e-01,7.10000e+01,8.56000e+00,1.43796e-07,5.20701e-02,1.43441e-01,3.21967e-01,5.81015e-01,8.96823e-01,1.03177e-01,4.18985e-01,6.78033e-01,8.56559e-01,9.47930e-01,1.40100e+00,7.19299e-01,40.34/42,287.95/268,24.54/20,yes,yes
2.69000e+00,-1.22090e+00,?,6.53600e+01,1.34400e+01,7.04700e+01,?,2.86910e-06,?,?,5.93500e-02,2.27630e+00,?,1.67690e+00,7.00000e+01,1.23000e-02,?,-4.20000e-02,?,5.50000e+01,1.09368e-01,6.16000e+00,4.56400e+01,5.95000e+01,3.03060e+04,1.06300e+01,2.13000e+02,2.82100e+03,1.93600e+01,5.12000e-01,1.21000e-08,1.53200e+01,2.40000e+01,3.50000e+00,7.90000e+00,1.30000e-02,6.30000e+01,1.34400e+01,3.71952e-07,3.14160e-02,8.54879e-02,1.98377e-01,4.04829e-01,8.23350e-01,1.76650e-01,5.95171e-01,8.01623e-01,9.14512e-01,9.68584e-01,1.10100e+00,2.06637e+00,20.11/17,122.68/109,19.05/17,yes,yes
6.29000e+00,-1.17180e+00,?,5.90100e+01,1.30560e+02,?,3.22601e+02,1.22270e-05,2.04100e-04,1.32900e-04,8.58700e-02,1.85760e+00,1.86500e+00,1.36050e+00,3.84000e+01,4.53000e-02,?,?,?,5.50000e+01,8.65115e-03,7.07200e+01,9.52000e+01,1.97200e+02,0.00000e+00,1.32600e+01,2.82000e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,9.32000e+00,4.83000e+01,6.20000e-01,1.50000e+00,6.00000e-02,1.64000e+02,1.30560e+02,8.70696e-07,5.28696e-02,1.48584e-01,3.35609e-01,5.99798e-01,9.07220e-01,9.27800e-02,4.00202e-01,6.64391e-01,8.51416e-01,9.47130e-01,1.50100e+00,6.24429e-01,175.47/172,330.31/310,124.36/115,no,no
3.35000e+00,-1.71320e+00,?,4.57600e+01,7.02000e+00,?,5.29634e+01,6.15130e-07,3.47300e-05,?,?,2.90500e+00,?,-2.00000e+00,1.25000e+01,2.38000e-02,-2.40000e-02,?,?,5.50000e+01,1.77215e-01,3.42000e+00,4.68000e+00,1.08000e+01,8.84540e+04,9.29000e+00,3.11000e+02,8.62100e+03,9.38000e+00,2.04800e+00,?,?,4.83000e+00,7.00000e-01,3.00000e-01,2.50000e-02,1.05000e+02,7.02000e+00,1.87178e-07,5.85889e-02,1.55611e-01,3.37048e-01,5.87704e-01,8.92169e-01,1.07831e-01,4.12296e-01,6.62952e-01,8.44389e-01,9.41411e-01,1.30100e+00,6.92949e-01,22.23/20,13.10/17,21.60/17,yes,yes
1.10000e+00,-1.18960e+00,?,3.12500e+01,4.16000e+00,6.70300e+01,6.90006e+01,3.70300e-06,2.10600e-04,9.99700e-05,2.43400e-02,2.01970e+00,2.16880e+00,1.91860e+00,6.44000e+01,3.06000e-02,9.50000e-02,?,?,5.50000e+01,4.13889e-01,1.16000e+00,1.72000e+00,7.04000e+00,3.67400e+04,2.30000e+01,1.45000e+03,1.23120e+04,1.28590e+02,1.02400e+00,1.00000e-10,1.00000e+01,3.20000e+01,1.87000e+01,3.20000e+00,3.50000e-02,1.35000e+02,4.16000e+00,1.39562e-06,5.51507e-03,1.72518e-02,4.63625e-02,1.15916e-01,4.12009e-01,5.87991e-01,8.84084e-01,9.53638e-01,9.82748e-01,9.94485e-01,6.01000e-01,3.40828e+01,117.24/117,69.52/76,58.96/58,yes,yes
2.43300e+00,-1.56000e+00,?,6.72500e+01,2.05800e+01,?,1.09165e+02,5.88120e-06,1.79200e-04,?,1.35800e-01,2.16770e+00,?,3.17430e+00,7.48000e+01,8.71000e-02,?,?,1.88000e-01,5.60000e+01,1.19957e-01,5.25000e+00,1.57500e+01,4.66200e+01,4.31790e+04,9.06000e+00,2.09000e+02,3.61400e+03,1.56500e+01,5.12000e-01,3.66000e-09,1.13100e+01,3.50000e+01,5.60000e+00,1.53000e+01,1.55000e-01,7.60000e+01,2.05800e+01,8.61350e-07,3.04007e-02,9.53979e-02,2.43350e-01,4.99351e-01,8.66384e-01,1.33616e-01,5.00649e-01,7.56650e-01,9.04602e-01,9.69599e-01,1.30100e+00,1.40062e+00,6.70/11,61.30/46,23.32/17,yes,yes
6.06000e-01,-8.30000e-01,?,2.50400e+01,1.05000e+01,8.18600e+01,8.15773e+01,1.86140e-05,2.30700e-05,1.40200e-05,?,1.98050e+00,2.12060e+00,?,3.39900e+02,9.07000e-02,?,?,?,5.40000e+01,2.61979e-01,2.60000e+00,5.30000e+00,9.10000e+00,4.23700e+04,1.80000e+01,?,?,8.12800e+01,6.40000e-02,?,1.00400e+01,1.53000e+02,4.17000e+01,?,9.50000e-02,6.50000e+01,1.05000e+01,6.17048e-06,4.12665e-03,1.23453e-02,3.13572e-02,7.24646e-02,2.23949e-01,7.76051e-01,9.27535e-01,9.68643e-01,9.87655e-01,9.95873e-01,3.01000e-01,6.28622e+01,27.66/37,na,16.45/23,yes,yes
4.42800e-01,-4.66600e-01,?,3.67300e+01,8.82000e+00,?,3.34456e+01,?,3.66500e-05,8.36400e-06,2.11200e-02,2.72830e+00,2.02190e+00,?,8.10000e+00,1.53000e-02,-5.40000e-02,-1.14000e-01,?,5.40000e+01,4.01728e-01,1.89000e+00,3.96000e+00,8.37000e+00,1.67591e+05,9.39000e+00,4.37000e+02,1.85610e+04,1.16600e+01,4.09600e+00,2.60000e-10,5.00000e+00,2.32000e+00,8.80000e-01,4.90000e-01,1.70000e-02,9.40000e+01,8.82000e+00,7.02397e-08,1.87787e-02,5.25430e-02,1.28091e-01,2.82175e-01,6.90975e-01,3.09025e-01,7.17825e-01,8.71909e-01,9.47457e-01,9.81221e-01,1.00100e+00,5.88138e+00,29.19/23,8.46/9,17.78/18,yes,yes
1.54500e+00,?,-3.35470e+00,4.82200e+01,3.18000e+00,?,1.90219e+01,5.81370e-08,?,?,?,2.23310e+00,?,?,8.30000e+00,6.84000e-02,?,?,?,5.60000e+01,1.25676e+00,5.10000e-01,1.77000e+00,2.97000e+00,?,?,?,?,?,?,1.00000e-10,1.00000e+01,5.50000e-01,5.00000e-01,6.48000e-01,8.20000e-02,1.05000e+02,3.18000e+00,3.37345e-08,6.43553e-03,2.01623e-02,5.49656e-02,1.39633e-01,4.51003e-01,5.48997e-01,8.60367e-01,9.45034e-01,9.79838e-01,9.93564e-01,5.01000e-01,2.72289e+01,13.24/17,na,18.28/17,?,yes
7.83000e-01,-1.73670e+00,?,3.86700e+01,1.12320e+02,?,7.43109e+01,3.80190e-06,1.63400e-04,1.08500e-04,2.54600e-01,2.78260e+00,2.74870e+00,2.07260e+00,1.51000e+01,4.40000e-02,4.83000e-01,4.52000e-01,4.49000e-01,5.50000e+01,1.08965e-02,5.85000e+01,1.31040e+02,2.05920e+02,0.00000e+00,7.00000e+00,1.26000e+03,0.00000e+00,0.00000e+00,6.40000e+01,2.46000e-08,6.24000e+00,2.13000e+01,5.10000e-01,5.80000e+00,4.70000e-02,1.34000e+02,1.12320e+02,2.64942e-07,1.30697e-01,2.90466e-01,5.29428e-01,7.70998e-01,9.60069e-01,3.99314e-02,2.29002e-01,4.70572e-01,7.09534e-01,8.69303e-01,2.80100e+00,1.37474e-01,82.89/73,532.68/445,58.12/52,no,no
4.04500e+00,-1.18430e+00,?,5.32800e+01,6.24000e+00,?,?,1.04420e-06,7.40400e-06,5.76100e-06,2.84700e-03,1.87580e+00,1.77720e+00,2.34830e+00,4.51000e+01,8.89000e-03,?,?,?,5.40000e+01,3.03213e-01,1.92000e+00,2.28000e+00,6.06000e+00,2.77500e+04,1.01700e+01,1.99000e+02,2.71800e+03,2.16100e+01,5.12000e-01,?,?,8.31000e+00,2.79000e+00,4.00000e-01,1.30000e-02,5.70000e+01,6.24000e+00,4.24177e-07,3.95367e-02,1.16370e-01,2.75864e-01,5.24496e-01,8.65239e-01,1.34761e-01,4.75504e-01,7.24136e-01,8.83630e-01,9.60463e-01,1.20100e+00,1.15803e+00,41.96/38,19.42/20,37.19/33,yes,yes
