% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Wed Mar  2 23:00:48 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE CHI2 NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE CHI2_PC {yes, no}
@ATTRIBUTE CHI2_WT {yes, no}
@ATTRIBUTE CHI2_PC_LATE {yes, no}
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}

@DATA
3.62600e+00,-1.17770e+00,?,4.33400e+01,2.24400e+01,?,1.92945e+02,7.44790e-06,7.13100e-05,3.03300e-05,3.58600e-02,1.52390e+00,1.68940e+00,1.39800e+00,2.68000e+01,2.33000e-02,-2.00000e-03,?,-2.00000e-03,5.60000e+01,2.79079e-02,1.67200e+01,2.65100e+02,3.30660e+02,?,?,?,?,?,?,?,?,3.60000e+01,1.50000e+00,1.90000e-01,9.90000e-02,5.00000e+01,2.24400e+01,4.09584e-07,3.86933e-02,1.15814e-01,2.78748e-01,5.35223e-01,8.78471e-01,1.21529e-01,4.64777e-01,7.21252e-01,8.84186e-01,9.61307e-01,1.30100e+00,1.04935e+00,48.57/42,133.80/95,19.06/14,?,yes
1.94900e+00,?,-2.06100e+00,6.13400e+01,3.52000e+01,?,6.20052e+01,4.31850e-06,2.16400e-04,1.80800e-04,?,2.00680e+00,1.98810e+00,2.25610e+00,4.37000e+01,3.68000e-02,9.60000e-02,1.15000e-01,?,5.50000e+01,3.54219e-02,1.92500e+01,2.47500e+01,9.46000e+01,3.81800e+04,8.00000e+00,?,?,1.71400e+01,1.02400e+00,?,?,3.22000e+01,1.93000e+00,?,4.90000e-02,9.00000e+01,3.52000e+01,4.44004e-07,3.95625e-02,9.27309e-02,1.89045e-01,3.39926e-01,6.83048e-01,3.16952e-01,6.60074e-01,8.10955e-01,9.07269e-01,9.60437e-01,9.01000e-01,3.41798e+00,140.59/141,9.70/17,114.48/115,yes,no
1.75500e+00,-5.26100e-01,?,5.90200e+01,6.18000e+00,?,3.60217e+01,4.10910e-07,4.00400e-05,?,1.94500e-01,2.32170e+00,2.22300e+00,4.04450e+00,1.48000e+01,8.59000e-02,?,?,1.78000e-01,5.50000e+01,?,2.82000e+00,3.53400e+01,4.35600e+01,3.56560e+04,9.39000e+00,2.38000e+02,5.37500e+03,1.42400e+01,1.02400e+00,3.11000e-09,1.15300e+01,4.70000e+00,1.40000e+00,1.49000e+01,1.49000e-01,8.80000e+01,6.18000e+00,6.22591e-08,1.53159e-02,4.16163e-02,9.88667e-02,2.14415e-01,5.70274e-01,4.29726e-01,7.85585e-01,9.01133e-01,9.58384e-01,9.84684e-01,8.01000e-01,1.03259e+01,12.19/11,94.66/84,18.97/17,yes,no
1.44000e+00,-1.21720e+00,?,4.48500e+01,7.92000e+00,5.00800e+01,5.08613e+01,1.40750e-06,2.15600e-04,1.28800e-04,?,1.95540e+00,2.00900e+00,?,4.90000e+01,1.85000e-02,?,?,?,5.40000e+01,2.11074e-01,3.52000e+00,?,3.09600e+01,3.88270e+04,9.00000e+00,?,?,1.68200e+01,5.12000e-01,?,?,1.08000e+01,3.16000e+00,?,1.70000e-02,3.27900e+03,7.92000e+00,2.52958e-07,2.29994e-02,6.29064e-02,1.49214e-01,3.19462e-01,7.56270e-01,2.43730e-01,6.80538e-01,8.50786e-01,9.37094e-01,9.77001e-01,1.00100e+00,3.87449e+00,69.24/61,10.00/17,25.30/34,yes,yes
1.41600e+00,-1.72420e+00,?,4.78500e+01,8.70000e+01,?,5.57354e+01,1.45220e-06,4.07100e-05,?,3.21100e-02,1.86810e+00,?,2.08180e+00,1.61000e+01,3.81000e-02,-1.80000e-02,-9.60000e-02,-4.20000e-02,5.60000e+01,1.97287e-02,2.69700e+01,5.13300e+01,1.25280e+02,0.00000e+00,1.16800e+01,2.76300e+03,0.00000e+00,0.00000e+00,6.40000e+01,8.93000e-10,6.00000e+00,8.00000e+00,4.00000e-01,8.00000e-01,4.90000e-02,1.29000e+02,8.70000e+01,1.29743e-07,1.13260e-01,2.58199e-01,4.84948e-01,7.31382e-01,9.47488e-01,5.25121e-02,2.68618e-01,5.15052e-01,7.41801e-01,8.86740e-01,2.30100e+00,2.03378e-01,23.35/13,94.23/70,18.68/18,no,yes
1.63980e+00,-1.12550e+00,?,3.07100e+01,1.97600e+01,?,?,2.23230e-05,1.05000e-04,4.12600e-05,9.38100e-02,1.79510e+00,1.96490e+00,1.77430e+00,1.57500e+02,6.67000e-02,?,?,1.06000e-01,5.50000e+01,1.34166e-01,4.75000e+00,7.22000e+00,1.95700e+01,3.90420e+04,2.58200e+01,1.60400e+03,1.28790e+04,1.20740e+02,1.02400e+00,1.75000e-09,7.93000e+00,1.33000e+02,1.99000e+01,6.60000e+00,1.37000e-01,8.20000e+01,1.97600e+01,5.04612e-06,8.03222e-03,2.89854e-02,8.81096e-02,2.43073e-01,7.18383e-01,2.81617e-01,7.56927e-01,9.11890e-01,9.71015e-01,9.91968e-01,1.00100e+00,9.71581e+00,40.00/43,443.58/311,14.11/15,yes,yes
3.03600e+00,-1.16520e+00,?,4.13600e+01,9.30600e+01,?,8.60327e+02,5.11890e-05,1.50900e-04,4.24400e-05,2.04100e-01,2.16090e+00,2.27210e+00,2.02500e+00,1.23000e+02,1.69000e-02,1.42000e-01,?,2.02000e-01,5.60000e+01,7.59407e-02,7.52000e+00,2.53800e+01,8.36600e+01,2.36510e+04,1.78700e+01,7.41000e+02,1.70060e+04,2.38880e+02,1.02400e+00,4.96000e-08,8.24000e+00,2.40000e+02,2.31000e+01,4.00000e+01,2.30000e-02,9.20000e+01,9.30600e+01,5.59652e-06,6.89194e-03,2.82951e-02,9.51902e-02,2.76020e-01,7.31695e-01,2.68305e-01,7.23980e-01,9.04810e-01,9.71705e-01,9.93108e-01,1.00100e+00,9.48241e+00,70.89/61,361.45/310,28.08/18,yes,yes
5.40000e-01,-1.29380e+00,?,1.43800e+01,1.44000e+02,1.38400e+02,1.41254e+02,1.47730e-04,2.14000e-04,1.62300e-04,1.10400e-01,1.97300e+00,1.94500e+00,1.95560e+00,7.19800e+02,5.78000e-02,9.70000e-02,8.80000e-02,8.40000e-02,5.50000e+01,2.57048e-02,2.30400e+01,3.02400e+01,1.15200e+02,2.67190e+04,2.25700e+01,1.09700e+03,8.76600e+03,8.58300e+01,1.02400e+00,3.15000e-07,1.47300e+01,1.05000e+03,3.89000e+01,1.78000e+00,8.80000e-02,1.29000e+02,1.44000e+02,1.37639e-05,9.33610e-03,2.61202e-02,6.18719e-02,1.26659e-01,2.95820e-01,7.04180e-01,8.73341e-01,9.38128e-01,9.73880e-01,9.90664e-01,3.01000e-01,2.69592e+01,290.84/275,730.64/509,243.83/238,yes,yes
3.03800e+00,-1.31150e+00,?,4.52000e+01,2.14830e+02,?,?,4.31700e-06,9.85700e-05,9.48300e-05,1.95300e-01,2.04910e+00,2.02430e+00,2.09560e+00,4.20000e+01,3.96000e-02,?,?,4.60000e-02,5.50000e+01,7.70276e-03,7.81200e+01,1.34540e+02,2.75590e+02,0.00000e+00,1.79500e+01,6.71900e+03,0.00000e+00,0.00000e+00,1.28000e+02,5.50000e-09,1.14800e+01,3.70000e+01,5.00000e-01,8.00000e-01,3.40000e-02,2.01000e+02,2.14830e+02,2.60046e-07,1.33848e-01,2.85280e-01,5.13016e-01,7.57435e-01,9.59684e-01,4.03162e-02,2.42565e-01,4.86984e-01,7.14720e-01,8.66152e-01,2.30100e+00,1.41322e-01,94.41/104,398.36/315,95.98/101,no,no
1.55000e+00,-1.01600e+00,?,5.60100e+01,2.49600e+01,?,?,6.99140e-06,8.77100e-05,4.78500e-05,?,2.20200e+00,2.11600e+00,?,6.26000e+01,5.26000e-02,?,?,?,5.40000e+01,6.58366e-02,9.88000e+00,1.69000e+01,5.09600e+01,3.31160e+04,1.50700e+01,5.25000e+02,6.81400e+03,3.70900e+01,1.02400e+00,?,?,4.08000e+01,2.66000e+00,9.00000e+00,1.64000e-01,6.45900e+03,2.49600e+01,9.79376e-07,4.17113e-02,1.23815e-01,2.95916e-01,5.59720e-01,8.90681e-01,1.09319e-01,4.40280e-01,7.04084e-01,8.76185e-01,9.58289e-01,1.40100e+00,8.82923e-01,14.92/24,na,6.97/13,yes,yes
2.35200e+00,-1.52590e+00,?,2.67700e+01,4.27500e+01,?,8.22751e+01,2.49640e-06,3.65900e-05,2.69700e-05,6.07700e-02,2.07550e+00,2.09030e+00,1.85490e+00,2.59000e+01,1.61000e-02,-3.00000e-03,?,?,5.50000e+01,3.36927e-02,1.62000e+01,2.61000e+01,4.77000e+01,1.26926e+05,1.02300e+01,4.91000e+02,1.43510e+04,9.69000e+00,3.07200e+00,2.13000e-09,9.05000e+00,1.62000e+01,6.00000e-01,3.00000e-01,1.40000e-02,1.04000e+02,4.27500e+01,3.61456e-07,8.29877e-02,2.08746e-01,4.24062e-01,6.81678e-01,9.32453e-01,6.75474e-02,3.18322e-01,5.75938e-01,7.91254e-01,9.17012e-01,1.90100e+00,3.23586e-01,121.06/95,70.16/70,100.12/75,yes,yes
4.90000e+00,-1.41330e+00,?,4.70100e+01,2.09520e+02,?,?,4.38320e-06,2.51300e-05,?,2.58000e-01,2.16230e+00,2.90410e+00,1.28370e+00,2.23000e+01,4.07000e-02,?,?,7.40000e-02,5.40000e+01,9.17722e-03,7.85700e+01,1.28040e+02,2.29890e+02,0.00000e+00,1.05400e+01,2.18800e+03,0.00000e+00,0.00000e+00,6.40000e+01,7.15000e-09,1.29200e+01,4.07000e+01,5.70000e-01,1.50000e+00,3.90000e-02,1.11000e+02,2.09520e+02,2.89089e-07,1.43370e-01,3.08321e-01,5.49178e-01,7.87899e-01,9.65569e-01,3.44313e-02,2.12101e-01,4.50822e-01,6.91679e-01,8.56630e-01,2.90100e+00,1.11674e-01,20.14/20,460.49/450,13.25/17,no,no
2.71000e+00,-1.17710e+00,?,5.17900e+01,2.70000e+01,?,3.68820e+01,6.52380e-07,8.46000e-05,4.76500e-05,?,2.39960e+00,2.49030e+00,?,1.72000e+01,3.83000e-02,?,?,?,5.50000e+01,5.86207e-02,9.18000e+00,1.89000e+01,5.10300e+01,2.33596e+05,1.10700e+01,1.02000e+03,4.82960e+04,1.29600e+01,1.21600e+01,3.80000e-08,7.54000e+00,8.60000e+00,7.00000e-01,1.20000e+00,4.70000e-02,3.61000e+03,2.70000e+01,9.13246e-08,3.56374e-02,8.72283e-02,1.87079e-01,3.59164e-01,7.53257e-01,2.46743e-01,6.40836e-01,8.12921e-01,9.12772e-01,9.64363e-01,1.00100e+00,2.82871e+00,12.81/22,na,14.63/11,yes,yes
8.20000e-01,-1.00400e+00,?,3.86400e+01,1.90000e+01,?,?,3.33700e-05,1.19600e-04,5.92600e-05,8.99500e-02,1.80980e+00,2.14470e+00,1.80600e+00,2.62100e+02,7.84000e-02,2.45000e-01,?,2.70000e-01,5.40000e+01,1.19345e-01,5.20000e+00,7.80000e+00,2.12000e+01,?,?,?,?,?,?,1.59000e-09,7.93000e+00,1.96000e+02,2.41000e+01,3.80000e+00,1.39000e-01,6.80000e+01,1.90000e+01,7.24750e-06,5.82563e-03,2.02600e-02,5.97917e-02,1.63331e-01,5.78650e-01,4.21350e-01,8.36669e-01,9.40208e-01,9.79740e-01,9.94174e-01,9.01000e-01,2.07971e+01,68.06/60,399.33/379,27.91/24,?,yes
3.84790e+00,-1.43330e+00,?,5.26000e+01,1.90000e+02,?,1.29472e+02,3.34200e-06,7.66000e-05,3.56900e-05,?,1.95140e+00,1.95430e+00,?,1.60000e+01,2.75000e-02,?,-3.00000e-03,?,5.60000e+01,?,4.94000e+01,7.41000e+01,1.69100e+02,0.00000e+00,1.14900e+01,2.13800e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,2.10000e+01,5.00000e-01,2.70000e-01,3.10000e-02,2.70800e+03,1.90000e+02,2.57001e-07,8.84743e-02,2.18448e-01,4.38525e-01,6.97490e-01,9.39660e-01,6.03400e-02,3.02510e-01,5.61475e-01,7.81552e-01,9.11526e-01,2.00100e+00,2.76221e-01,77.68/65,na,53.39/32,no,yes
2.31000e+00,?,-2.00150e+00,3.41100e+01,3.30000e+00,?,3.10335e+01,1.99410e-07,?,?,?,2.29680e+00,?,?,8.60000e+00,3.80000e-02,?,?,?,5.30000e+01,7.47036e-01,1.00000e+00,1.95000e+00,3.55000e+00,0.00000e+00,8.48000e+00,2.08300e+03,0.00000e+00,0.00000e+00,6.40000e+01,2.53000e-10,4.47000e+00,2.10000e+00,9.60000e-01,1.80000e+00,3.90000e-02,4.59000e+02,3.30000e+00,1.05836e-07,3.40764e-02,1.01626e-01,2.45502e-01,4.81101e-01,8.38690e-01,1.61310e-01,5.18899e-01,7.54498e-01,8.98374e-01,9.65924e-01,1.00100e+00,1.58729e+00,29.26/17,na,na,no,yes
3.91000e+00,-1.47440e+00,?,5.76500e+01,5.14100e+01,?,9.64822e+01,1.42230e-05,3.89400e-04,3.05900e-04,1.32000e-01,2.10230e+00,2.08530e+00,1.92850e+00,4.28000e+01,6.08000e-02,7.20000e-02,7.00000e-02,6.80000e-02,5.50000e+01,2.94739e-02,3.55100e+01,5.40600e+01,3.69940e+02,2.67240e+04,8.42000e+00,2.04000e+02,5.14000e+03,2.75800e+01,1.02400e+00,4.61000e-09,1.18300e+01,7.66000e+01,2.72000e+00,1.64000e+01,9.30000e-02,9.80000e+01,5.14100e+01,7.39479e-07,6.65156e-02,1.75267e-01,3.78437e-01,6.50194e-01,9.29903e-01,7.00973e-02,3.49806e-01,6.21563e-01,8.24733e-01,9.33484e-01,1.80100e+00,3.99946e-01,210.43/192,329.73/310,174.96/159,yes,no
3.44000e+00,-6.58800e-01,?,4.04600e+01,2.13200e+01,?,1.44268e+02,?,?,?,?,2.19260e+00,?,?,1.58000e+01,3.35000e-02,?,?,?,5.50000e+01,7.28745e-02,8.61000e+00,1.43500e+01,3.23900e+01,1.17876e+05,8.14000e+00,3.61000e+02,1.41310e+04,1.63000e+01,4.09600e+00,9.90000e-13,2.50000e+00,1.33000e+01,4.50000e-01,4.83000e+00,3.80000e-02,3.04600e+03,2.13200e+01,4.52012e-07,2.11573e-02,7.19493e-02,1.95245e-01,4.27228e-01,8.20965e-01,1.79035e-01,5.72772e-01,8.04755e-01,9.28051e-01,9.78843e-01,1.00100e+00,2.48835e+00,12.75/17,na,19.48/17,yes,no
3.31000e-02,-8.43700e-01,?,6.30400e+01,1.34000e+02,?,?,7.85350e-07,9.82500e-05,?,5.26400e-01,3.83000e+00,4.82880e+00,1.77830e+00,6.30000e+00,9.37000e-02,3.90000e-01,5.68000e-01,2.95000e-01,5.40000e+01,2.12640e-02,3.40000e+01,7.80000e+01,1.28000e+02,0.00000e+00,7.84000e+00,2.11100e+03,0.00000e+00,0.00000e+00,8.00000e+01,?,?,1.57000e+01,2.50000e-01,1.90000e+00,1.43000e-01,1.52000e+02,1.34000e+02,6.94158e-08,1.27173e-01,2.71464e-01,4.91152e-01,7.31842e-01,9.48556e-01,5.14444e-02,2.68158e-01,5.08848e-01,7.28536e-01,8.72827e-01,2.10100e+00,1.89508e-01,79.70/60,2839.31/771,32.88/34,no,yes
6.96000e-01,-6.80300e-01,?,5.96500e+01,9.20000e+01,?,?,1.28540e-06,6.12200e-05,?,6.47700e-02,1.69820e+00,?,2.70970e+00,1.37000e+01,4.76000e-02,-7.90000e-02,-1.38000e-01,?,5.50000e+01,1.98413e-02,2.11600e+01,4.78400e+01,1.13160e+02,0.00000e+00,1.00100e+01,1.83700e+03,0.00000e+00,0.00000e+00,8.80000e+01,1.65000e-09,8.00000e+00,1.30000e+01,6.00000e-01,1.30000e+00,7.60000e-02,1.70000e+02,9.20000e+01,1.20835e-07,9.53682e-02,2.16866e-01,4.17916e-01,6.66279e-01,9.29137e-01,7.08630e-02,3.33721e-01,5.82084e-01,7.83134e-01,9.04632e-01,1.70100e+00,3.26760e-01,26.30/22,195.50/113,28.45/18,no,yes
2.51200e+00,-5.20800e-01,?,4.31100e+01,1.91900e+01,?,?,7.88460e-06,1.31300e-04,9.47200e-05,?,1.90290e+00,1.95640e+00,?,2.44000e+01,4.02000e-02,?,?,?,5.50000e+01,1.41971e-01,5.51000e+00,9.88000e+00,1.93800e+01,1.22067e+05,9.79000e+00,2.41000e+02,1.81260e+04,3.93100e+01,4.09600e+00,1.00000e-10,1.00000e+01,4.10000e+01,4.40000e+00,9.70000e-01,5.10000e-02,2.81600e+03,1.91900e+01,1.79103e-06,2.79732e-02,8.96585e-02,2.33307e-01,4.88493e-01,8.61568e-01,1.38432e-01,5.11507e-01,7.66693e-01,9.10341e-01,9.72027e-01,1.20100e+00,1.54399e+00,84.85/88,16.65/17,78.85/63,yes,yes
1.16500e+00,-4.45800e-01,?,5.40600e+01,1.63200e+01,?,?,5.67170e-07,7.67200e-05,?,?,2.21450e+00,2.21490e+00,?,1.03000e+01,1.75000e-02,?,?,?,5.40000e+01,1.52471e-01,4.64000e+00,4.32000e+01,5.24800e+01,5.65170e+04,7.29000e+00,1.87000e+02,5.80000e+03,1.00400e+01,1.40800e+00,1.04000e-11,5.00000e+00,4.45000e+00,9.00000e-01,2.60000e+00,1.40000e-02,1.19000e+02,1.63200e+01,7.82918e-08,6.28252e-02,1.63681e-01,3.49422e-01,6.01539e-01,8.99157e-01,1.00843e-01,3.98461e-01,6.50578e-01,8.36319e-01,9.37175e-01,1.40100e+00,6.16092e-01,16.29/19,na,22.34/17,yes,no
8.10000e+00,-7.00200e-01,?,5.52800e+01,1.24800e+01,5.22000e+01,5.05504e+01,6.66490e-07,4.33700e-05,?,?,1.94770e+00,2.34470e+00,?,3.13000e+01,2.89000e-02,?,?,?,5.50000e+01,1.54465e-01,3.84000e+00,5.40000e+00,1.23600e+01,2.74530e+04,8.16000e+00,2.03000e+02,4.22300e+03,1.12600e+01,1.02400e+00,1.00000e-10,1.00000e+01,5.90000e+00,1.70000e+00,8.70000e-01,2.90000e-02,7.70000e+01,1.24800e+01,1.89576e-07,5.18429e-02,1.36544e-01,3.02835e-01,5.55372e-01,8.85284e-01,1.14716e-01,4.44628e-01,6.97165e-01,8.63456e-01,9.48157e-01,1.30100e+00,8.40142e-01,39.99/32,na,5.96/11,yes,no
1.60800e+00,-1.38700e+00,?,4.04400e+01,3.06900e+01,?,1.72256e+02,8.70400e-06,4.53200e-04,1.71200e-04,3.90900e-02,2.12470e+00,2.18210e+00,2.07150e+00,5.24000e+01,3.55000e-02,1.95000e-01,1.94000e-01,?,5.60000e+01,3.41348e-02,1.70500e+01,3.25500e+01,5.79700e+01,2.76160e+04,8.16000e+00,1.63000e+02,4.54900e+03,1.69400e+01,1.02400e+00,1.05000e-09,6.00000e+00,4.60000e+01,1.90000e+00,1.20000e+01,4.30000e-02,8.40000e+01,3.06900e+01,1.14319e-06,4.30794e-02,1.26235e-01,2.97922e-01,5.58792e-01,8.89404e-01,1.10596e-01,4.41208e-01,7.02078e-01,8.73765e-01,9.56921e-01,1.40100e+00,8.76117e-01,91.17/97,28.03/30,31.43/34,yes,yes
2.04000e+00,?,?,6.95600e+01,1.05300e+01,?,?,3.42410e-07,1.53900e-05,?,?,1.90440e+00,?,?,1.04000e+01,1.38000e-02,?,?,?,5.50000e+01,?,2.60000e+00,4.81000e+00,1.13100e+01,1.50276e+05,9.07000e+00,3.84000e+02,1.69330e+04,1.08600e+01,4.09600e+00,1.00000e-10,5.00000e+00,3.91000e+00,8.20000e-01,5.00000e-01,1.30000e-02,3.29500e+03,1.05300e+01,1.01816e-07,5.19768e-02,1.41616e-01,3.14471e-01,5.63040e-01,8.81030e-01,1.18970e-01,4.36960e-01,6.85529e-01,8.58384e-01,9.48023e-01,1.20100e+00,8.40089e-01,9.43/8,na,15.20/17,yes,yes
9.70000e-01,-2.75000e-01,?,5.52800e+01,1.29000e+02,?,?,5.42310e-07,?,?,2.59100e-01,2.38290e+00,?,2.24070e+00,1.25000e+01,2.42000e-02,?,?,1.43000e-01,5.40000e+01,2.02350e-02,3.74100e+01,7.74000e+01,1.61250e+02,0.00000e+00,1.08000e+01,2.49400e+03,0.00000e+00,0.00000e+00,6.40000e+01,3.75000e-09,9.84000e+00,5.58000e+00,2.00000e-01,1.90000e+00,2.80000e-02,1.15000e+02,1.29000e+02,4.27069e-08,9.26791e-02,1.99427e-01,3.73854e-01,6.02344e-01,9.00667e-01,9.93326e-02,3.97656e-01,6.26146e-01,8.00573e-01,9.07321e-01,1.20100e+00,4.98091e-01,6.73/8,148.72/149,17.77/17,no,yes
2.75200e+00,-1.40190e+00,?,4.58000e+01,3.73700e+01,5.62700e+01,?,2.84190e-06,6.35500e-05,4.21100e-05,4.51900e-02,2.18270e+00,2.16590e+00,2.32670e+00,6.84000e+01,1.14000e-02,?,?,-2.70000e-02,5.50000e+01,4.40895e-02,1.14700e+01,1.44300e+01,3.99600e+01,2.77860e+04,9.18000e+00,2.43000e+02,4.63300e+03,1.70000e+01,1.02400e+00,1.80000e-09,8.71000e+00,2.40000e+01,1.80000e+00,1.14000e-01,1.60000e-02,9.10000e+01,3.73700e+01,4.49569e-07,3.97789e-02,9.92083e-02,2.14171e-01,4.08662e-01,8.15385e-01,1.84615e-01,5.91338e-01,7.85829e-01,9.00792e-01,9.60221e-01,1.00100e+00,1.86088e+00,125.69/96,71.99/54,69.28/68,yes,yes
1.09200e+00,-1.27590e+00,?,3.72600e+01,7.93100e+01,?,1.77028e+02,1.30740e-05,4.54500e-04,?,?,1.17070e+00,?,?,4.52000e+01,4.86000e-01,-3.20000e-02,?,?,5.60000e+01,2.64893e-02,2.46400e+01,5.00500e+01,1.14730e+02,2.81980e+04,9.06000e+00,1.95000e+02,4.85000e+03,1.93900e+01,1.02400e+00,1.00000e-10,1.00000e+01,6.10000e+01,2.00000e+00,4.86000e+00,9.78000e-01,?,7.93100e+01,1.22059e-06,4.56277e-02,1.32201e-01,3.08254e-01,5.70717e-01,8.95218e-01,1.04782e-01,4.29283e-01,6.91746e-01,8.67799e-01,9.54372e-01,1.40100e+00,7.92596e-01,13.04/19,na,12.39/17,yes,no
5.40000e-01,-1.79490e+00,?,5.90500e+01,3.73700e+01,?,5.79955e+01,4.32170e-06,8.39700e-05,7.60000e-05,5.52200e-01,2.08370e+00,2.08250e+00,3.14270e+00,4.47000e+01,4.49000e-02,7.60000e-02,8.00000e-02,1.27000e-01,5.50000e+01,4.00000e-02,1.81300e+01,2.40500e+01,1.19510e+02,1.74747e+05,7.13000e+00,2.43000e+02,1.88960e+04,8.36000e+00,4.09600e+00,7.70000e-08,9.48000e+00,2.61000e+01,1.17000e+00,1.00000e+00,5.40000e-02,1.35000e+02,3.73700e+01,3.95323e-07,7.01303e-02,1.74465e-01,3.61141e-01,6.12944e-01,9.11346e-01,8.86537e-02,3.87056e-01,6.38859e-01,8.25535e-01,9.29870e-01,1.40100e+00,5.08145e-01,342.26/321,233.07/186,337.11/304,yes,yes
2.90000e+00,-1.43920e+00,?,5.27200e+01,3.73700e+01,?,1.12311e+02,1.65220e-05,1.35000e-04,7.90400e-05,2.05500e-02,1.99040e+00,2.03160e+00,1.91110e+00,3.93000e+01,4.40000e-02,?,?,1.04000e-01,5.50000e+01,1.17584e-01,5.18000e+00,2.62700e+01,3.44100e+01,2.69940e+04,1.00000e+01,?,?,4.53400e+01,1.02400e+00,?,6.16000e+00,8.22000e+01,1.07000e+01,?,6.50000e-02,?,3.73700e+01,2.81657e-06,1.47738e-02,5.02642e-02,1.42319e-01,3.46327e-01,7.91142e-01,2.08858e-01,6.53673e-01,8.57681e-01,9.49736e-01,9.85226e-01,1.00100e+00,4.15520e+00,28.53/28,259.37/262,16.98/14,yes,no
5.30000e+00,-4.33700e-01,?,4.42300e+01,2.43000e+01,?,?,8.08190e-07,3.93900e-05,2.29400e-05,5.92000e-02,1.91830e+00,1.92810e+00,2.11930e+00,6.80000e+00,2.28000e-02,?,?,?,5.40000e+01,5.41427e-02,9.72000e+00,1.62000e+01,2.75400e+01,?,?,?,?,?,?,?,?,2.01000e+01,7.10000e-01,6.94000e-01,1.20000e-01,1.67000e+02,2.43000e+01,1.54004e-07,8.87727e-02,2.13529e-01,4.22886e-01,6.74161e-01,9.27248e-01,7.27520e-02,3.25839e-01,5.77114e-01,7.86471e-01,9.11227e-01,1.80100e+00,3.40713e-01,60.04/57,107.02/123,54.10/32,?,no
