% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Thu Mar 25 17:22:17 2010
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE A_poserr NUMERIC
@ATTRIBUTE A_negerr NUMERIC
@ATTRIBUTE B NUMERIC
@ATTRIBUTE B_poserr NUMERIC
@ATTRIBUTE B_negerr NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP_poserr NUMERIC
@ATTRIBUTE EP_negerr NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE EP0_poserr NUMERIC
@ATTRIBUTE EP0_negerr NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FL_poserr NUMERIC
@ATTRIBUTE FL_negerr NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_poserr NUMERIC
@ATTRIBUTE FLX_PC_negerr NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_PC_LATE_poserr NUMERIC
@ATTRIBUTE FLX_PC_LATE_negerr NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE FLX_WT_poserr NUMERIC
@ATTRIBUTE FLX_WT_negerr NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_poserr NUMERIC
@ATTRIBUTE GAM_PC_negerr NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_PC_LATE_poserr NUMERIC
@ATTRIBUTE GAM_PC_LATE_negerr NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE GAM_WT_poserr NUMERIC
@ATTRIBUTE GAM_WT_negerr NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_poserr NUMERIC
@ATTRIBUTE NH_PC_negerr NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_PC_LATE_poserr NUMERIC
@ATTRIBUTE NH_PC_LATE_negerr NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NH_WT_poserr NUMERIC
@ATTRIBUTE NH_WT_negerr NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE PK_O_CTS_poserr NUMERIC
@ATTRIBUTE PK_O_CTS_negerr NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE RT45_poserr NUMERIC
@ATTRIBUTE RT45_negerr NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T50_poserr NUMERIC
@ATTRIBUTE T50_negerr NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE T90_poserr NUMERIC
@ATTRIBUTE T90_negerr NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE xrt_amplifier NUMERIC
@ATTRIBUTE xrt_tam0 NUMERIC
@ATTRIBUTE xrt_tam1 NUMERIC
@ATTRIBUTE xrt_tam2 NUMERIC
@ATTRIBUTE xrt_tam3 NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE t90 NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE triggerid_str NUMERIC
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE v_mag_isupper {yes, no}
@ATTRIBUTE wh_mag_isupper {yes, no}

@DATA
3.91000e+00,-1.47440e+00,9.56000e-02,9.55000e-02,?,?,?,5.14100e+01,1.36230e+02,3.47110e+02,3.87500e+01,9.64822e+01,?,0.00000e+00,1.42230e-05,7.93000e-07,3.90800e-06,3.89400e-04,1.85000e-05,1.76000e-05,3.05900e-04,1.68000e-05,1.60000e-05,1.32000e-01,3.80000e-03,3.80000e-03,2.10230e+00,5.59000e-02,5.41000e-02,2.08530e+00,6.48000e-02,6.27000e-02,1.92850e+00,3.45000e-02,3.39000e-02,4.28000e+01,7.20000e-02,1.70000e-02,1.50000e-02,7.00000e-02,1.90000e-02,1.90000e-02,6.80000e-02,1.00000e-02,9.00000e-03,2.94739e-02,2.67656e-03,2.67656e-03,3.55100e+01,1.47700e+00,1.47700e+00,5.40600e+01,4.21700e+00,4.21700e+00,3.69940e+02,2.17420e+01,2.17420e+01,2.67240e+04,2.04000e+02,5.14000e+03,2.75800e+01,1.02400e+00,4.61000e-09,1.18300e+01,2.00000e+00,3.27630e+02,2.37210e+02,2.61300e+02,2.43210e+02,7.66000e+01,2.72000e+00,2.55000e+02,1.64000e+01,180977,yes,yes,yes
3.44000e+00,-6.58800e-01,1.61100e-01,1.54400e-01,?,?,?,2.13200e+01,5.49240e+02,9.82900e+02,2.50080e+02,1.44268e+02,?,0.00000e+00,2.57250e-06,2.68300e-07,8.85000e-07,3.57800e-05,1.58000e-05,1.08100e-05,8.97300e-06,1.05070e-05,4.73900e-06,?,?,?,2.19260e+00,5.74300e-01,5.34900e-01,2.11350e+00,1.31640e+00,1.09830e+00,?,?,?,1.58000e+01,1.68000e-01,1.14000e-01,2.42000e-01,9.80000e-02,4.43000e-01,3.20000e-01,?,?,?,7.28745e-02,1.00429e-02,1.00429e-02,8.61000e+00,3.71000e-01,3.71000e-01,1.43500e+01,7.59000e-01,7.59000e-01,3.23900e+01,5.82000e-01,5.82000e-01,1.17876e+05,3.61000e+02,1.41310e+04,1.63000e+01,4.09600e+00,9.90000e-13,2.50000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,1.33000e+01,4.50000e-01,1.34000e+02,4.83000e+00,238174,yes,yes,yes
7.57000e-01,-1.55580e+00,1.29400e-01,1.31300e-01,?,?,?,3.93600e+01,1.05630e+02,2.99630e+02,3.96000e+01,7.66923e+01,?,0.00000e+00,2.01450e-06,1.68700e-07,6.12900e-07,8.91900e-06,8.96000e-07,9.75000e-07,3.16800e-06,1.62500e-06,1.08600e-06,1.92500e-01,8.80000e-03,8.40000e-03,1.80610e+00,1.49100e-01,1.68200e-01,1.70270e+00,4.87200e-01,4.10300e-01,3.06560e+00,8.68000e-02,8.34000e-02,2.41000e+01,-4.70000e-02,4.40000e-02,3.40000e-02,2.80000e-02,2.12000e-01,1.42000e-01,9.10000e-02,1.50000e-02,1.40000e-02,4.00200e-02,4.39639e-03,4.39639e-03,1.48800e+01,6.37000e-01,6.37000e-01,2.35200e+01,1.29400e+00,1.29400e+00,4.70400e+01,1.71200e+00,1.71200e+00,1.08289e+05,2.86000e+02,1.05690e+04,8.00000e+00,2.04800e+00,5.22000e-09,1.29600e+01,2.00000e+00,3.27620e+02,2.37170e+02,2.61260e+02,2.43190e+02,1.06000e+01,5.30000e-01,4.07000e+01,1.60000e+00,238108,yes,yes,?
3.31000e-02,-8.43700e-01,1.17620e+00,9.64500e-01,?,?,?,1.34000e+02,4.05400e+01,3.02600e+01,1.72900e+01,4.10005e+01,1.33566e+01,1.45969e+01,7.85350e-07,1.92810e-07,8.24200e-08,9.82500e-05,2.09500e-05,1.64000e-05,8.69500e-05,3.42500e-05,2.25900e-05,5.26400e-01,7.00000e-03,7.00000e-03,3.83000e+00,3.24200e-01,2.85500e-01,4.82880e+00,6.11400e-01,5.14000e-01,1.77830e+00,1.15000e-02,1.15000e-02,6.30000e+00,3.90000e-01,6.50000e-02,5.90000e-02,5.68000e-01,1.24000e-01,1.05000e-01,2.95000e-01,5.00000e-03,5.00000e-03,2.12640e-02,3.13223e-03,3.13223e-03,3.40000e+01,1.98200e+00,1.98200e+00,7.80000e+01,3.82800e+00,3.82800e+00,1.28000e+02,2.51100e+00,2.51100e+00,0.00000e+00,2.11100e+03,0.00000e+00,0.00000e+00,8.00000e+01,?,?,?,?,?,?,?,1.57000e+01,2.50000e-01,2.10000e+03,1.90000e+00,191157,no,no,?
3.37500e+00,-1.88560e+00,2.92000e-01,3.18500e-01,?,?,?,9.21200e+01,5.48800e+01,2.02370e+02,5.10900e+01,?,?,?,2.15050e-06,3.93600e-07,3.45600e-07,5.11000e-05,7.63000e-06,6.61000e-06,5.13000e-05,7.67000e-06,6.64000e-06,?,?,?,2.22810e+00,1.72400e-01,1.59100e-01,2.23110e+00,1.72600e-01,1.59300e-01,?,?,?,1.24000e+01,1.92000e-01,5.60000e-02,5.00000e-02,1.93000e-01,5.60000e-02,5.00000e-02,?,?,?,1.62835e-02,8.20562e-03,8.20562e-03,2.25600e+01,1.41600e+00,1.41600e+00,4.51200e+01,3.72900e+00,3.72900e+00,9.02400e+01,6.74500e+00,6.74500e+00,0.00000e+00,1.01100e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,?,?,?,?,?,1.40000e+01,8.00000e-01,7.90000e+01,1.29000e+00,346386,no,no,?
2.51200e+00,-5.20800e-01,5.57200e-01,4.98000e-01,?,?,?,1.91900e+01,1.82210e+02,3.31960e+02,5.97600e+01,1.33769e+02,1.63063e+02,3.32831e+01,7.88460e-06,1.23050e-06,9.10700e-07,1.31300e-04,9.30000e-06,8.80000e-06,9.47200e-05,8.48000e-06,7.88000e-06,2.07600e+11,1.95600e+11,2.07560e+11,1.90290e+00,8.57000e-02,8.22000e-02,1.95640e+00,1.07500e-01,1.02100e-01,1.09121e+01,1.57710e+00,1.29121e+01,2.44000e+01,2.60000e-02,2.20000e-02,2.00000e-02,3.40000e-02,2.90000e-02,2.70000e-02,8.34250e+01,2.13740e+02,6.90910e+01,1.41971e-01,2.62600e-02,2.62600e-02,5.51000e+00,2.60000e-01,2.60000e-01,9.88000e+00,5.21000e-01,5.21000e-01,1.93800e+01,9.60000e-01,9.60000e-01,1.22067e+05,2.41000e+02,1.81260e+04,3.93100e+01,4.09600e+00,1.00000e-10,1.00000e+01,1.00000e+00,1.00000e+02,1.00000e+02,1.00000e+02,1.00000e+02,4.10000e+01,4.40000e+00,1.40000e+01,9.70000e-01,335105,yes,no,no
5.60000e+00,-8.20000e-01,4.29200e-01,3.91700e-01,?,?,?,7.28000e+00,7.30800e+01,2.30200e+01,1.16900e+01,7.08974e+01,2.18183e+01,9.93970e+00,1.31830e-06,3.61600e-07,9.71000e-08,7.08700e-05,8.42000e-06,1.49800e-05,5.90200e-06,3.82000e-06,3.01100e-06,?,?,?,1.95900e+00,1.15500e-01,4.33300e-01,1.77750e+00,1.04860e+00,1.08470e+00,?,?,?,4.31000e+01,-2.20000e-02,1.41000e-01,1.21000e-01,5.16000e-01,2.33500e+00,8.20000e-01,?,?,?,2.10233e-01,1.56435e-02,1.56435e-02,3.22000e+00,1.16000e-01,1.16000e-01,1.57500e+01,2.62600e+00,2.62600e+00,2.30300e+01,2.55000e-01,2.55000e-01,3.11580e+04,2.20000e+02,2.03000e+03,3.21400e+01,2.56000e-01,1.00000e-10,5.00000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,1.13000e+01,2.70000e+00,2.25000e+01,8.00000e-01,231362,yes,yes,yes
3.20000e+00,?,?,?,-2.48200e+00,2.34300e-01,2.52800e-01,4.95000e+00,1.96000e+01,8.31000e+00,1.81500e+01,2.37070e+01,0.00000e+00,?,2.47650e-07,2.49200e-08,3.93300e-08,5.70600e-05,2.52400e-05,1.69400e-05,1.75400e-05,1.41800e-05,7.70300e-06,3.78800e-03,1.40800e-03,9.68000e-04,2.20360e+00,5.34900e-01,4.99400e-01,1.98550e+00,9.14000e-01,8.16800e-01,1.87420e+00,3.59200e-01,3.10500e-01,1.70000e+01,1.62000e-01,1.77000e-01,1.59000e-01,1.50000e-02,2.84000e-01,2.36000e-01,1.27000e-01,1.30000e-01,1.11000e-01,3.89234e-01,5.97074e-02,5.97074e-02,1.50000e+00,8.90000e-02,8.90000e-02,3.10000e+00,3.29000e-01,3.29000e-01,7.05000e+00,4.54000e-01,4.54000e-01,3.80470e+04,3.71000e+02,6.15500e+03,1.73200e+01,1.02400e+00,1.00000e-10,5.00000e+00,2.00000e+00,3.27610e+02,2.37190e+02,2.61350e+02,2.42660e+02,2.19000e+00,1.09000e+00,8.00000e+00,2.20000e+00,231231,yes,yes,?
1.55000e+00,-1.01600e+00,2.67200e-01,2.51900e-01,?,?,?,2.49600e+01,2.32940e+02,3.64040e+02,9.44700e+01,2.24846e+02,2.81253e+03,8.46808e+01,6.99140e-06,8.25300e-07,6.71500e-07,8.77100e-05,1.59900e-05,1.34300e-05,4.78500e-05,1.19600e-05,9.37000e-06,?,?,?,2.20200e+00,2.27700e-01,2.07000e-01,2.11600e+00,3.07300e-01,2.70000e-01,?,?,?,6.26000e+01,1.19000e-01,6.40000e-02,5.70000e-02,9.50000e-02,8.70000e-02,7.20000e-02,?,?,?,6.58366e-02,4.00505e-03,4.00505e-03,9.88000e+00,2.66000e-01,2.66000e-01,1.69000e+01,7.73000e-01,7.73000e-01,5.09600e+01,2.64800e+00,2.64800e+00,3.31160e+04,5.25000e+02,6.81400e+03,3.70900e+01,1.02400e+00,?,?,?,?,?,?,?,4.08000e+01,2.66000e+00,4.61000e+01,9.00000e+00,163438,yes,no,?
1.60800e+00,-1.38700e+00,6.92000e-02,6.93000e-02,?,?,?,3.06900e+01,3.32010e+02,5.83330e+02,1.78460e+02,1.72256e+02,?,0.00000e+00,8.70400e-06,3.69800e-07,3.57600e-07,4.53200e-04,3.70000e-05,3.39000e-05,1.71200e-04,2.78000e-05,2.36000e-05,3.90900e-02,5.77000e-03,5.10000e-03,2.12470e+00,9.27000e-02,8.82000e-02,2.18210e+00,1.89800e-01,1.75200e-01,2.07150e+00,2.14800e-01,1.96000e-01,5.24000e+01,1.95000e-01,2.80000e-02,2.70000e-02,1.94000e-01,5.90000e-02,5.30000e-02,7.80000e-02,5.00000e-02,4.40000e-02,3.41348e-02,2.80499e-03,2.80499e-03,1.70500e+01,4.09000e-01,4.09000e-01,3.25500e+01,1.68300e+00,1.68300e+00,5.79700e+01,8.50000e-01,8.50000e-01,2.76160e+04,1.63000e+02,4.54900e+03,1.69400e+01,1.02400e+00,1.05000e-09,6.00000e+00,2.00000e+00,3.27700e+02,2.37230e+02,2.61540e+02,2.43480e+02,4.60000e+01,1.90000e+00,5.60000e+01,1.20000e+01,349510,yes,no,?
1.54700e+00,-1.35930e+00,9.59000e-02,9.56000e-02,?,?,?,3.36600e+01,3.66930e+02,6.16000e+02,2.17690e+02,1.82270e+02,?,0.00000e+00,1.42440e-05,8.32000e-07,7.95000e-07,9.66100e-05,9.89000e-06,9.03000e-06,6.50400e-05,8.91000e-06,7.90000e-06,7.22000e-02,8.52000e-03,7.66000e-03,1.77170e+00,1.07800e-01,1.02600e-01,1.84990e+00,1.49400e-01,1.40300e-01,1.80040e+00,1.36600e-01,1.28500e-01,3.55000e+01,7.90000e-02,3.50000e-02,3.40000e-02,8.60000e-02,4.90000e-02,4.50000e-02,8.40000e-02,4.00000e-02,3.60000e-02,6.38646e-02,6.66538e-03,6.66538e-03,8.25000e+00,2.97000e-01,2.97000e-01,1.28700e+01,6.73000e-01,6.73000e-01,3.06900e+01,1.20600e+00,1.20600e+00,7.80320e+04,2.39000e+02,1.37290e+04,7.75100e+01,2.04800e+00,6.09000e-10,5.09000e+00,2.00000e+00,3.27650e+02,2.37230e+02,2.61560e+02,2.43390e+02,6.80000e-01,5.50000e+00,2.70000e+01,7.00000e+00,338895,yes,no,no
2.34600e+00,1.22890e+00,3.12170e+00,1.31970e+00,-2.00000e+00,0.00000e+00,6.41700e-01,5.00000e+00,1.10360e+02,3.09410e+02,3.70200e+01,5.18395e+01,2.34784e+01,1.17438e+01,1.55810e-06,9.02000e-08,1.31600e-07,9.88500e-05,6.75000e-06,6.29000e-06,6.88100e-05,5.47000e-06,5.09000e-06,2.23200e-02,2.62000e-03,1.34000e-03,2.05180e+00,7.64000e-02,7.37000e-02,2.04770e+00,9.11000e-02,8.73000e-02,1.95420e+00,1.60500e-01,9.45000e-02,1.41000e+01,5.00000e-02,2.60000e-02,2.40000e-02,3.30000e-02,3.00000e-02,2.70000e-02,-2.50000e-02,5.70000e-02,5.20000e-02,5.98701e-01,9.95348e-02,9.95348e-02,1.30000e+00,7.30000e-02,7.30000e-02,2.15000e+00,2.27000e-01,2.27000e-01,4.90000e+00,2.93000e-01,2.93000e-01,8.73290e+04,2.64000e+02,9.45300e+03,2.00700e+01,2.04800e+00,?,6.92000e+00,2.00000e+00,3.27610e+02,2.37180e+02,2.61260e+02,2.43130e+02,2.20000e+01,3.94000e+00,3.72000e+01,8.20000e+00,163136,yes,no,?
1.31400e+00,-1.37480e+00,3.06000e-02,3.04000e-02,?,?,?,1.88000e+01,3.45840e+02,4.59500e+02,1.33830e+02,2.30426e+02,?,0.00000e+00,2.79200e-05,4.29000e-07,2.13800e-06,1.42200e-04,8.00000e-06,7.60000e-06,8.25000e-05,6.14000e-06,5.67000e-06,5.53800e-02,2.09000e-03,2.02000e-03,1.90350e+00,6.06000e-02,5.86000e-02,1.90690e+00,8.05000e-02,7.68000e-02,1.44930e+00,3.81000e-02,3.75000e-02,2.73800e+02,1.18000e-01,1.90000e-02,1.90000e-02,1.11000e-01,2.50000e-02,2.40000e-02,9.10000e-02,1.20000e-02,1.20000e-02,1.32972e-01,2.08630e-03,2.08630e-03,5.80000e+00,7.00000e-02,7.00000e-02,7.60000e+00,7.20000e-02,7.20000e-02,8.30000e+01,1.31280e+01,1.31280e+01,2.83470e+04,1.10000e+02,1.42300e+03,1.67900e+01,2.56000e-01,1.84000e-08,1.84600e+01,2.00000e+00,3.27630e+02,2.37200e+02,2.61340e+02,2.43560e+02,1.37000e+02,2.11000e+01,8.13000e+01,2.30000e+00,239899,yes,no,no
8.00000e-02,-2.72100e-01,1.62760e+00,1.22500e+00,?,?,?,4.80000e+00,5.87300e+01,8.17700e+01,2.24800e+01,5.29870e+01,4.00686e+01,1.15315e+01,1.67130e-07,3.42500e-08,2.37300e-08,2.06600e-05,1.34200e-05,8.04000e-06,6.31600e-06,8.85400e-06,3.55300e-06,?,?,?,1.98100e+00,5.99400e-01,5.29000e-01,2.10270e+00,1.30450e+00,1.08430e+00,?,?,?,7.30000e+00,1.10000e-02,1.96000e-01,1.64000e-01,4.00000e-03,3.25000e-01,2.57000e-01,?,?,?,3.72024e-01,6.22765e-02,6.22765e-02,1.92000e+00,1.66000e-01,1.66000e-01,4.32000e+00,5.12000e-01,5.12000e-01,8.32000e+00,4.35000e-01,4.35000e-01,1.84997e+05,5.27000e+02,2.11780e+04,1.50600e+01,4.09600e+00,?,?,?,?,?,?,?,2.56000e+00,5.50000e-01,1.43000e+01,3.10000e+00,163170,yes,yes,?
1.15900e+00,-1.15930e+00,4.50000e-02,4.49000e-02,?,?,?,2.60000e+01,3.89440e+02,6.29150e+02,1.46410e+02,2.23072e+02,?,0.00000e+00,1.38680e-05,3.67000e-07,1.56600e-06,1.32800e-04,8.40000e-06,7.90000e-06,6.15900e-05,5.82000e-06,5.24000e-06,2.52500e-02,3.68000e-03,3.23000e-03,1.86310e+00,6.48000e-02,6.29000e-02,1.87910e+00,9.66000e-02,9.19000e-02,1.78080e+00,1.62000e-01,1.52400e-01,8.57000e+01,1.33000e-01,2.40000e-02,2.30000e-02,1.19000e-01,3.70000e-02,3.30000e-02,9.30000e-02,5.20000e-02,4.90000e-02,1.60092e-01,6.38016e-03,6.38016e-03,5.46000e+00,1.41000e-01,1.41000e-01,1.14400e+01,4.68000e-01,4.68000e-01,2.67800e+01,5.07000e-01,5.07000e-01,2.50680e+04,2.19000e+02,4.69500e+03,2.46100e+01,1.02400e+00,?,?,?,?,?,?,?,6.77000e+01,9.76000e+00,7.08000e+01,2.70000e+00,240766,yes,no,no
3.00000e+00,-1.61290e+00,6.89000e-02,6.94000e-02,?,?,?,1.30000e+01,1.82210e+02,5.27610e+02,8.20400e+01,1.30059e+02,?,0.00000e+00,8.99490e-06,3.63200e-07,3.50800e-07,4.01800e-05,3.96000e-06,3.63000e-06,3.21300e-05,3.63000e-06,3.31000e-06,2.65200e-01,7.00000e-03,6.90000e-03,2.13170e+00,1.29000e-01,1.21100e-01,2.17770e+00,1.51900e-01,1.40800e-01,1.91330e+00,3.11000e-02,3.05000e-02,8.49000e+01,7.10000e-02,3.40000e-02,2.90000e-02,7.50000e-02,3.80000e-02,3.30000e-02,8.10000e-02,9.00000e-03,8.00000e-03,4.57640e-02,2.79610e-03,2.79610e-03,1.53400e+01,5.87000e-01,5.87000e-01,6.38300e+01,7.73000e-01,7.73000e-01,2.67540e+02,4.53700e+00,4.53700e+00,3.09870e+04,3.32000e+02,5.63600e+03,2.49500e+01,1.02400e+00,4.19000e-09,1.09000e+01,2.00000e+00,3.27650e+02,2.37230e+02,2.61420e+02,2.43450e+02,5.70000e+01,3.80000e+00,2.66000e+02,1.09000e+00,357512,yes,yes,no
1.69200e+00,-1.73270e+00,1.22500e-01,1.25200e-01,?,?,?,1.41400e+01,7.40800e+01,2.42970e+02,2.58900e+01,6.33245e+01,?,0.00000e+00,3.95930e-06,2.98900e-07,2.80900e-07,2.21900e-04,2.31000e-05,2.09000e-05,1.09800e-04,1.61000e-05,1.42300e-05,2.54500e-01,8.30000e-03,8.10000e-03,2.11690e+00,1.26800e-01,1.19800e-01,2.09360e+00,1.82800e-01,1.68300e-01,1.59110e+00,3.36000e-02,3.30000e-02,3.98000e+01,6.40000e-02,3.70000e-02,3.40000e-02,5.30000e-02,5.10000e-02,4.50000e-02,7.20000e-02,1.10000e-02,1.10000e-02,5.53467e-02,4.63659e-03,4.63659e-03,2.33800e+01,9.35000e-01,9.35000e-01,1.21800e+02,6.10600e+00,6.10600e+00,2.84900e+02,1.21580e+01,1.21580e+01,0.00000e+00,2.44400e+03,0.00000e+00,0.00000e+00,1.12000e+02,5.77000e-09,1.22800e+01,2.00000e+00,3.27630e+02,2.37230e+02,2.61260e+02,2.43540e+02,2.50000e+01,2.10000e+00,2.80000e+02,1.70000e+00,326115,no,no,no
3.85000e+00,-9.81000e-01,2.16500e-01,2.09300e-01,?,?,?,3.70000e+01,4.05520e+02,8.06070e+02,2.23520e+02,1.28993e+02,?,0.00000e+00,3.25400e-06,4.85000e-07,4.31000e-07,2.82600e-05,1.10400e-05,7.87000e-06,1.16800e-06,2.46200e-06,8.51000e-07,2.25000e-02,1.36800e-02,7.91000e-03,1.76340e+00,4.86100e-01,4.61200e-01,3.92900e-01,1.64880e+00,1.47540e+00,1.54800e+00,5.83500e-01,5.32600e-01,1.52000e+01,-3.20000e-02,1.32000e-01,1.23000e-01,-2.00000e-01,4.84800e+00,5.44000e-01,2.53000e-01,2.03000e-01,1.77000e-01,2.87026e-02,7.86452e-03,7.86452e-03,1.36900e+01,8.55000e-01,8.55000e-01,3.88500e+01,5.43500e+00,5.43500e+00,8.17700e+01,6.00000e+00,6.00000e+00,2.13586e+05,6.47000e+02,4.46070e+04,1.36700e+01,1.21600e+01,5.77000e-10,4.47000e+00,2.00000e+00,3.27620e+02,2.37240e+02,2.61510e+02,2.43390e+02,1.20000e+01,6.00000e-01,6.40000e+01,1.90000e+01,352648,yes,yes,yes
5.40000e-01,-1.79490e+00,1.39700e-01,1.42900e-01,?,?,?,3.73700e+01,6.68500e+01,2.28820e+02,2.54400e+01,5.79955e+01,?,0.00000e+00,4.32170e-06,3.45200e-07,3.24200e-07,8.39700e-05,2.71000e-06,2.64000e-06,7.60000e-05,2.60000e-06,2.52000e-06,5.52200e-01,2.22000e-02,2.15000e-02,2.08370e+00,3.82000e-02,3.76000e-02,2.08250e+00,4.04000e-02,3.97000e-02,3.14270e+00,6.79000e-02,6.53000e-02,4.47000e+01,7.60000e-02,1.00000e-02,1.00000e-02,8.00000e-02,1.00000e-02,1.10000e-02,1.27000e-01,1.30000e-02,1.30000e-02,4.00000e-02,5.83926e-03,5.83926e-03,1.81300e+01,8.82000e-01,8.82000e-01,2.40500e+01,4.74800e+00,4.74800e+00,1.19510e+02,1.63100e+00,1.63100e+00,1.74747e+05,2.43000e+02,1.88960e+04,8.36000e+00,4.09600e+00,7.70000e-08,9.48000e+00,2.00000e+00,3.27620e+02,2.37180e+02,2.61210e+02,2.43400e+02,2.61000e+01,1.17000e+00,1.15300e+02,1.00000e+00,221755,yes,no,no
4.34900e+00,-1.21900e+00,2.49000e-01,2.39600e-01,?,?,?,4.70400e+01,2.45960e+02,4.93450e+02,1.51200e+02,7.72381e+01,?,0.00000e+00,1.91540e-06,3.05200e-07,2.71500e-07,1.69900e-04,6.96000e-05,4.56000e-05,8.86300e-05,7.80700e-05,3.96700e-05,?,?,?,2.11990e+00,2.65400e-01,2.39900e-01,1.95480e+00,4.59500e-01,4.18500e-01,?,?,?,1.16000e+01,1.65000e-01,1.56000e-01,1.34000e-01,-8.50000e-02,2.86000e-01,2.40000e-01,?,?,?,2.84322e-02,1.22665e-02,1.22665e-02,1.00800e+01,8.60000e-01,8.60000e-01,2.44800e+01,1.93100e+00,1.93100e+00,4.56000e+01,2.99500e+00,2.99500e+00,0.00000e+00,1.32300e+03,0.00000e+00,0.00000e+00,6.40000e+01,1.00000e-10,1.00000e+01,1.00000e+00,1.00000e+02,1.00000e+02,1.00000e+02,1.00000e+02,8.90000e+00,2.00000e-01,4.80000e+01,2.00000e+00,301981,no,yes,yes
8.30000e-01,?,?,?,-2.91370e+00,4.32000e-01,5.27200e-01,3.30000e+01,1.38500e+01,2.74000e+00,1.28500e+01,2.17193e+01,0.00000e+00,?,3.60540e-07,5.71200e-08,4.96000e-08,3.46400e-05,4.92000e-06,4.37000e-06,3.28700e-05,4.78000e-06,4.23000e-06,?,?,?,2.16160e+00,1.94000e-01,1.77900e-01,2.16070e+00,2.00500e-01,1.82800e-01,?,?,?,9.40000e+00,6.20000e-02,4.50000e-02,3.80000e-02,6.10000e-02,4.40000e-02,3.80000e-02,?,?,?,1.01744e-01,2.01556e-02,2.01556e-02,6.93000e+00,7.08000e-01,7.08000e-01,1.51800e+01,2.05200e+00,2.05200e+00,3.79500e+01,3.58400e+00,3.58400e+00,0.00000e+00,2.02000e+03,0.00000e+00,0.00000e+00,6.40000e+01,?,?,?,?,?,?,?,2.66000e+00,5.00000e-01,2.26000e+01,3.60000e-01,151905,no,no,?
