% 1. Title: Redshift Predictor for Swift GRBs
% 
% 2. Sources:
%     (a) Creator: Adam N. Morgan
%     (b) Data From: GCN Notices (http://gcn.gsfc.nasa.gov/),
%                    http://astro.berkeley.edu/~nat/Swift/
%                    http://swift.gsfc.nasa.gov/docs/swift/archive/grb_table.html/
%     (c) Date: Tue Aug  2 03:55:26 2011
% 
% 3. This file was created automatically. 
%    CHECK THE ATTRIBUTES before running Weka. 
% 
@RELATION swift_redshift

% !CHECK ME:
% !CHECK ME:
% !CHECK ME:
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE EP NUMERIC
@ATTRIBUTE EP0 NUMERIC
@ATTRIBUTE FL NUMERIC
@ATTRIBUTE FLX_PC NUMERIC
@ATTRIBUTE FLX_PC_LATE NUMERIC
@ATTRIBUTE FLX_WT NUMERIC
@ATTRIBUTE GAM_PC NUMERIC
@ATTRIBUTE GAM_PC_LATE NUMERIC
@ATTRIBUTE GAM_WT NUMERIC
@ATTRIBUTE MAX_SNR NUMERIC
@ATTRIBUTE NH_GAL NUMERIC
@ATTRIBUTE NH_PC NUMERIC
@ATTRIBUTE NH_PC_LATE NUMERIC
@ATTRIBUTE NH_WT NUMERIC
@ATTRIBUTE NU NUMERIC
@ATTRIBUTE PK_O_CTS NUMERIC
@ATTRIBUTE RT45 NUMERIC
@ATTRIBUTE T50 NUMERIC
@ATTRIBUTE T90 NUMERIC
@ATTRIBUTE bat_bkg_inten NUMERIC
@ATTRIBUTE bat_image_signif NUMERIC
@ATTRIBUTE bat_img_peak NUMERIC
@ATTRIBUTE bat_inten NUMERIC
@ATTRIBUTE bat_rate_signif NUMERIC
@ATTRIBUTE bat_trigger_dur NUMERIC
@ATTRIBUTE xrt_inten NUMERIC
@ATTRIBUTE xrt_signif NUMERIC
@ATTRIBUTE fluence NUMERIC
@ATTRIBUTE peakflux NUMERIC
@ATTRIBUTE xrt_column NUMERIC
@ATTRIBUTE gal_EB_V NUMERIC
@ATTRIBUTE uvot_time_delta NUMERIC
@ATTRIBUTE DT_MAX_SNR NUMERIC
@ATTRIBUTE FL_over_SQRT_T90 NUMERIC
@ATTRIBUTE PROB_Z_GT_5 NUMERIC
@ATTRIBUTE PROB_Z_GT_4 NUMERIC
@ATTRIBUTE PROB_Z_GT_3 NUMERIC
@ATTRIBUTE PROB_Z_GT_2 NUMERIC
@ATTRIBUTE PROB_Z_GT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_1 NUMERIC
@ATTRIBUTE PROB_Z_LT_2 NUMERIC
@ATTRIBUTE PROB_Z_LT_3 NUMERIC
@ATTRIBUTE PROB_Z_LT_4 NUMERIC
@ATTRIBUTE PROB_Z_LT_5 NUMERIC
@ATTRIBUTE MOST_PROB_Z NUMERIC
@ATTRIBUTE Z_LT_1_OVER_Z_GT_4 NUMERIC
@ATTRIBUTE bat_is_rate_trig {yes, no}
@ATTRIBUTE uvot_detection {yes, no}
@ATTRIBUTE triggerid_str {yes, no}

@DATA
2.692e+00,?,2.006e+02,1.225e+01,2.685e+01,1.103e-06,3.357e-05,1.221e-05,1.238e-01,1.922e+00,1.706e+00,1.915e+00,1.590e+01,1.220e-02,2.400e-02,7.600e-02,5.800e-02,5.600e+01,2.057e-02,3.438e+01,1.184e+02,1.872e+02,1.566e+05,9.480e+00,4.550e+02,1.756e+04,8.710e+00,4.096e+00,5.220e-09,1.326e+01,9.000e+00,5.000e-01,7.000e-01,1.200e-02,1.140e+02,2.006e+02,8.062e-08,6.918e-02,1.518e-01,2.891e-01,4.742e-01,7.694e-01,2.306e-01,5.258e-01,7.109e-01,8.482e-01,9.308e-01,1.001e+00,1.519e+00,yes,yes,295670
3.300e+00,-1.794e+00,5.580e+00,6.425e+01,5.653e+01,8.902e-07,6.089e-05,1.994e-05,3.028e-02,1.983e+00,2.148e+00,2.039e+00,3.750e+01,4.690e-02,-1.100e-02,?,4.820e-01,5.500e+01,4.141e-01,1.620e+00,2.040e+00,6.540e+00,3.276e+04,8.200e+00,2.310e+02,5.100e+03,1.319e+01,1.024e+00,4.650e-10,5.090e+00,5.660e+00,2.540e+00,5.700e-01,4.900e-02,5.100e+01,5.580e+00,3.481e-07,3.834e-02,1.103e-01,2.606e-01,5.034e-01,8.551e-01,1.449e-01,4.966e-01,7.394e-01,8.897e-01,9.617e-01,1.101e+00,1.314e+00,yes,no,232339
7.030e-01,-9.957e-01,8.560e+00,8.320e+01,8.248e+01,1.881e-06,7.285e-05,3.161e-05,2.511e-01,2.140e+00,2.120e+00,2.214e+00,3.420e+01,1.130e-01,1.300e-01,7.900e-02,2.580e-01,5.400e+01,1.467e-01,5.920e+00,1.442e+02,1.710e+02,3.414e+04,8.680e+00,1.620e+02,2.933e+03,1.552e+01,5.120e-01,4.290e-10,4.790e+00,1.620e+01,2.440e+00,4.090e+00,1.730e-01,7.100e+01,8.560e+00,1.438e-07,5.207e-02,1.434e-01,3.220e-01,5.810e-01,8.968e-01,1.032e-01,4.190e-01,6.780e-01,8.566e-01,9.479e-01,1.401e+00,7.193e-01,yes,yes,228006
2.690e+00,-1.221e+00,1.344e+01,7.047e+01,7.227e+01,2.869e-06,1.456e-03,8.858e-04,5.935e-02,2.276e+00,1.811e+00,1.677e+00,7.000e+01,1.230e-02,7.100e-02,-4.200e-02,5.900e-02,5.500e+01,1.094e-01,6.160e+00,4.564e+01,5.950e+01,3.031e+04,1.063e+01,2.130e+02,2.821e+03,1.936e+01,5.120e-01,1.210e-08,1.532e+01,2.400e+01,3.500e+00,7.900e+00,1.300e-02,6.300e+01,1.344e+01,3.720e-07,3.142e-02,8.549e-02,1.984e-01,4.048e-01,8.234e-01,1.766e-01,5.952e-01,8.016e-01,9.145e-01,9.686e-01,1.101e+00,2.066e+00,yes,yes,313087
6.290e+00,-1.172e+00,1.306e+02,5.318e+02,3.226e+02,1.223e-05,2.041e-04,1.329e-04,8.587e-02,1.858e+00,1.865e+00,1.361e+00,3.840e+01,4.530e-02,8.000e-03,5.000e-03,3.300e-02,5.500e+01,8.651e-03,7.072e+01,9.520e+01,1.972e+02,0.000e+00,1.326e+01,2.820e+03,0.000e+00,0.000e+00,6.400e+01,?,9.320e+00,4.830e+01,6.200e-01,1.500e+00,6.000e-02,1.640e+02,1.306e+02,8.707e-07,5.287e-02,1.486e-01,3.356e-01,5.998e-01,9.072e-01,9.278e-02,4.002e-01,6.644e-01,8.514e-01,9.471e-01,1.501e+00,6.244e-01,no,no,153514
3.350e+00,-1.713e+00,7.020e+00,6.997e+01,5.296e+01,6.151e-07,3.473e-05,8.328e-06,1.754e-04,2.905e+00,2.614e+00,-2.000e+00,1.250e+01,2.380e-02,-2.400e-02,3.600e-02,2.309e+01,5.500e+01,1.772e-01,3.420e+00,4.680e+00,1.080e+01,8.845e+04,9.290e+00,3.110e+02,8.621e+03,9.380e+00,2.048e+00,?,?,4.830e+00,7.000e-01,3.000e-01,2.500e-02,1.050e+02,7.020e+00,1.872e-07,5.859e-02,1.556e-01,3.370e-01,5.877e-01,8.922e-01,1.078e-01,4.123e-01,6.630e-01,8.444e-01,9.414e-01,1.301e+00,6.929e-01,yes,yes,154112
1.100e+00,-1.190e+00,4.160e+00,6.703e+01,6.900e+01,3.703e-06,2.106e-04,9.997e-05,2.434e-02,2.020e+00,2.169e+00,1.919e+00,6.440e+01,3.060e-02,9.500e-02,9.100e-02,6.200e-02,5.500e+01,4.139e-01,1.160e+00,1.720e+00,7.040e+00,3.674e+04,2.300e+01,1.450e+03,1.231e+04,1.286e+02,1.024e+00,1.000e-10,1.000e+01,3.200e+01,1.870e+01,3.200e+00,3.500e-02,1.350e+02,4.160e+00,1.396e-06,5.515e-03,1.725e-02,4.636e-02,1.159e-01,4.120e-01,5.880e-01,8.841e-01,9.536e-01,9.827e-01,9.945e-01,6.010e-01,3.408e+01,yes,yes,309111
2.433e+00,-1.560e+00,2.058e+01,1.492e+02,1.092e+02,5.881e-06,1.792e-04,4.014e-05,1.358e-01,2.168e+00,2.436e+00,3.174e+00,7.480e+01,8.710e-02,6.600e-02,1.250e-01,1.880e-01,5.600e+01,1.200e-01,5.250e+00,1.575e+01,4.662e+01,4.318e+04,9.060e+00,2.090e+02,3.614e+03,1.565e+01,5.120e-01,3.660e-09,1.131e+01,3.500e+01,5.600e+00,1.530e+01,1.550e-01,7.600e+01,2.058e+01,8.614e-07,3.040e-02,9.540e-02,2.434e-01,4.994e-01,8.664e-01,1.336e-01,5.006e-01,7.566e-01,9.046e-01,9.696e-01,1.301e+00,1.401e+00,yes,yes,309096
6.060e-01,-8.300e-01,1.050e+01,8.186e+01,8.158e+01,1.861e-05,2.307e-05,1.402e-05,?,1.981e+00,2.121e+00,?,3.399e+02,9.070e-02,4.900e-02,3.900e-02,?,5.400e+01,2.620e-01,2.600e+00,5.300e+00,9.100e+00,4.237e+04,1.800e+01,?,?,8.128e+01,6.400e-02,?,1.004e+01,1.530e+02,4.170e+01,?,9.500e-02,6.500e+01,1.050e+01,6.170e-06,4.127e-03,1.235e-02,3.136e-02,7.246e-02,2.239e-01,7.761e-01,9.275e-01,9.686e-01,9.877e-01,9.959e-01,3.010e-01,6.286e+01,yes,yes,130088
4.428e-01,-4.666e-01,8.820e+00,2.256e+01,3.345e+01,2.032e-07,3.665e-05,8.364e-06,2.112e-02,2.728e+00,2.022e+00,4.736e+00,8.100e+00,1.530e-02,-5.400e-02,-1.140e-01,1.000e-02,5.400e+01,4.017e-01,1.890e+00,3.960e+00,8.370e+00,1.676e+05,9.390e+00,4.370e+02,1.856e+04,1.166e+01,4.096e+00,2.600e-10,5.000e+00,2.320e+00,8.800e-01,4.900e-01,1.700e-02,9.400e+01,8.820e+00,7.024e-08,1.878e-02,5.254e-02,1.281e-01,2.822e-01,6.910e-01,3.090e-01,7.178e-01,8.719e-01,9.475e-01,9.812e-01,1.001e+00,5.881e+00,yes,yes,209755
1.545e+00,?,3.180e+00,1.108e+01,1.902e+01,5.814e-08,1.118e-04,1.860e-05,?,2.233e+00,2.006e+00,?,8.300e+00,6.840e-02,2.050e-01,2.490e-01,?,5.600e+01,1.257e+00,5.100e-01,1.770e+00,2.970e+00,?,?,?,?,?,?,1.000e-10,1.000e+01,5.500e-01,5.000e-01,6.480e-01,8.200e-02,1.050e+02,3.180e+00,3.373e-08,6.436e-03,2.016e-02,5.497e-02,1.396e-01,4.510e-01,5.490e-01,8.604e-01,9.450e-01,9.798e-01,9.936e-01,5.010e-01,2.723e+01,?,yes,312047
7.830e-01,-1.737e+00,1.123e+02,8.772e+01,7.431e+01,3.802e-06,1.634e-04,1.085e-04,2.546e-01,2.783e+00,2.749e+00,2.073e+00,1.510e+01,4.400e-02,4.830e-01,4.520e-01,4.490e-01,5.500e+01,1.090e-02,5.850e+01,1.310e+02,2.059e+02,0.000e+00,7.000e+00,1.260e+03,0.000e+00,0.000e+00,6.400e+01,2.460e-08,6.240e+00,2.130e+01,5.100e-01,5.800e+00,4.700e-02,1.340e+02,1.123e+02,2.649e-07,1.307e-01,2.905e-01,5.294e-01,7.710e-01,9.601e-01,3.993e-02,2.290e-01,4.706e-01,7.095e-01,8.693e-01,2.801e+00,1.375e-01,no,no,179968
4.045e+00,-1.184e+00,6.240e+00,8.346e+01,8.703e+01,1.044e-06,7.404e-06,5.761e-06,2.847e-03,1.876e+00,1.777e+00,2.348e+00,4.510e+01,8.890e-03,3.700e-02,9.000e-03,3.400e-02,5.400e+01,3.032e-01,1.920e+00,2.280e+00,6.060e+00,2.775e+04,1.017e+01,1.990e+02,2.718e+03,2.161e+01,5.120e-01,?,?,8.310e+00,2.790e+00,4.000e-01,1.300e-02,5.700e+01,6.240e+00,4.242e-07,3.954e-02,1.164e-01,2.759e-01,5.245e-01,8.652e-01,1.348e-01,4.755e-01,7.241e-01,8.836e-01,9.605e-01,1.201e+00,1.158e+00,yes,yes,180455
3.221e+00,-1.876e+00,2.668e+01,7.325e+01,?,1.846e-06,5.199e-05,1.082e-05,1.927e-01,1.995e+00,1.673e+00,1.903e+00,2.350e+01,5.020e-02,-2.100e-02,-3.700e-02,3.000e-02,5.500e+01,8.778e-02,1.357e+01,2.473e+02,2.956e+02,3.147e+04,9.050e+00,1.790e+02,2.959e+03,2.034e+01,5.120e-01,3.580e-10,4.580e+00,1.260e+01,1.670e+00,6.000e-01,6.700e-02,8.100e+01,2.668e+01,1.074e-07,7.231e-02,1.812e-01,3.741e-01,6.240e-01,9.045e-01,9.554e-02,3.760e-01,6.259e-01,8.188e-01,9.277e-01,1.501e+00,5.271e-01,yes,yes,211957
2.615e+00,-1.165e+00,1.472e+01,4.938e+02,2.866e+02,8.688e-06,1.135e-04,9.562e-05,4.736e-02,1.966e+00,1.966e+00,1.138e+00,4.140e+01,4.410e-02,2.100e-02,2.100e-02,-4.600e-02,5.500e+01,6.326e-02,1.104e+01,2.142e+02,2.397e+02,3.494e+04,8.380e+00,2.340e+02,5.590e+03,1.562e+01,1.024e+00,?,7.280e+00,3.440e+01,2.450e+00,6.000e+00,4.400e-02,8.000e+01,1.472e+01,5.612e-07,2.783e-02,8.937e-02,2.299e-01,4.745e-01,8.481e-01,1.519e-01,5.255e-01,7.701e-01,9.106e-01,9.722e-01,1.101e+00,1.700e+00,yes,yes,151207
5.600e+00,-8.200e-01,7.280e+00,7.308e+01,7.090e+01,1.318e-06,7.087e-05,5.902e-06,?,1.959e+00,1.778e+00,?,4.310e+01,4.600e-02,-2.200e-02,5.160e-01,?,5.400e+01,2.102e-01,3.220e+00,1.575e+01,2.303e+01,3.116e+04,1.206e+01,2.200e+02,2.030e+03,3.214e+01,2.560e-01,1.000e-10,5.000e+00,1.130e+01,2.700e+00,8.000e-01,6.200e-02,7.100e+01,7.280e+00,2.747e-07,4.440e-02,1.242e-01,2.866e-01,5.406e-01,8.785e-01,1.215e-01,4.594e-01,7.134e-01,8.758e-01,9.556e-01,1.301e+00,9.787e-01,yes,no,231362
3.200e+00,?,4.950e+00,1.960e+01,2.371e+01,2.477e-07,5.706e-05,1.754e-05,3.788e-03,2.204e+00,1.986e+00,1.874e+00,1.700e+01,7.580e-02,1.620e-01,1.500e-02,1.270e-01,5.500e+01,3.892e-01,1.500e+00,3.100e+00,7.050e+00,3.805e+04,1.160e+01,3.710e+02,6.155e+03,1.732e+01,1.024e+00,1.000e-10,5.000e+00,2.190e+00,1.090e+00,2.200e+00,1.570e-01,5.700e+01,4.950e+00,9.327e-08,1.041e-02,2.986e-02,7.513e-02,1.755e-01,5.274e-01,4.726e-01,8.245e-01,9.249e-01,9.701e-01,9.896e-01,7.010e-01,1.582e+01,yes,no,231231
2.346e+00,1.229e+00,5.000e+00,1.104e+02,5.184e+01,1.558e-06,9.885e-05,6.881e-05,2.232e-02,2.052e+00,2.048e+00,1.954e+00,1.410e+01,1.610e-01,5.000e-02,3.300e-02,-2.500e-02,5.300e+01,5.987e-01,1.300e+00,2.150e+00,4.900e+00,8.733e+04,1.147e+01,2.640e+02,9.453e+03,2.007e+01,2.048e+00,?,6.920e+00,2.200e+01,3.940e+00,8.200e+00,1.900e-01,1.090e+02,5.000e+00,7.039e-07,2.618e-02,8.455e-02,2.191e-01,4.566e-01,8.318e-01,1.682e-01,5.434e-01,7.809e-01,9.154e-01,9.738e-01,1.001e+00,1.989e+00,yes,yes,163136
8.000e-02,-2.721e-01,4.800e+00,5.873e+01,5.299e+01,1.671e-07,2.066e-05,6.316e-06,?,1.981e+00,2.103e+00,?,7.300e+00,1.150e-01,1.100e-02,4.000e-03,?,5.400e+01,3.720e-01,1.920e+00,4.320e+00,8.320e+00,1.850e+05,9.840e+00,5.270e+02,2.118e+04,1.506e+01,4.096e+00,?,?,2.560e+00,5.500e-01,3.100e+00,1.670e-01,8.400e+01,4.800e+00,5.794e-08,4.888e-02,1.338e-01,2.998e-01,5.445e-01,8.711e-01,1.289e-01,4.555e-01,7.002e-01,8.662e-01,9.511e-01,1.201e+00,9.635e-01,yes,no,163170
4.349e+00,-1.219e+00,4.704e+01,2.460e+02,7.724e+01,1.915e-06,1.699e-04,8.863e-05,?,2.120e+00,1.955e+00,?,1.160e+01,6.420e-01,1.650e-01,-8.500e-02,?,5.600e+01,2.843e-02,1.008e+01,2.448e+01,4.560e+01,0.000e+00,7.510e+00,1.323e+03,0.000e+00,0.000e+00,6.400e+01,1.000e-10,1.000e+01,8.900e+00,2.000e-01,2.000e+00,9.960e-01,3.188e+03,4.704e+01,2.836e-07,4.711e-02,1.347e-01,3.107e-01,5.692e-01,8.909e-01,1.091e-01,4.308e-01,6.893e-01,8.653e-01,9.529e-01,1.401e+00,8.099e-01,no,no,301981
2.970e-01,-1.216e+00,1.344e+01,3.403e+02,1.089e+02,1.031e-06,5.887e-05,5.509e-05,3.691e-02,1.934e+00,2.955e+00,6.112e+00,1.250e+01,1.890e-01,2.350e-01,4.830e-01,2.269e+00,5.500e+01,1.390e-01,5.180e+00,1.708e+01,3.444e+01,2.217e+05,8.160e+00,5.330e+02,3.088e+04,1.244e+01,8.192e+00,?,?,4.130e+00,3.800e-01,8.000e+00,6.320e-01,1.050e+02,1.344e+01,1.756e-07,3.319e-02,1.019e-01,2.519e-01,4.991e-01,8.569e-01,1.431e-01,5.009e-01,7.481e-01,8.981e-01,9.668e-01,1.101e+00,1.405e+00,yes,no,152113
9.700e-01,-2.750e-01,1.290e+02,2.693e+01,3.046e+01,5.423e-07,1.948e-05,2.898e-06,2.591e-01,2.383e+00,2.433e+00,2.241e+00,1.250e+01,2.420e-02,1.600e-01,1.840e-01,1.430e-01,5.400e+01,2.024e-02,3.741e+01,7.740e+01,1.613e+02,0.000e+00,1.080e+01,2.494e+03,0.000e+00,0.000e+00,6.400e+01,3.750e-09,9.840e+00,5.580e+00,2.000e-01,1.900e+00,2.800e-02,1.150e+02,1.290e+02,4.271e-08,9.268e-02,1.994e-01,3.739e-01,6.023e-01,9.007e-01,9.933e-02,3.977e-01,6.261e-01,8.006e-01,9.073e-01,1.201e+00,4.981e-01,no,yes,276205
4.900e-01,?,8.800e+00,2.725e+01,4.251e+01,1.239e-05,4.802e-05,4.086e-05,3.075e-02,1.814e+00,1.784e+00,1.897e+00,5.070e+01,2.800e-02,3.600e-02,2.900e-02,1.800e-02,5.600e+01,3.934e-01,1.540e+00,6.160e+00,9.570e+00,2.795e+04,1.795e+01,6.600e+02,9.695e+03,1.083e+02,1.024e+00,?,?,9.000e+01,4.650e+01,9.800e-01,3.900e-02,3.219e+03,8.800e+00,4.004e-06,1.687e-03,4.874e-03,1.230e-02,2.895e-02,9.566e-02,9.043e-01,9.711e-01,9.877e-01,9.951e-01,9.983e-01,2.010e-01,1.855e+02,yes,yes,377179
1.240e+00,-4.640e-01,1.080e+02,8.187e+01,7.825e+01,7.750e-06,1.557e-03,2.024e-04,1.071e-01,1.663e+00,2.865e+00,1.908e+00,6.330e+01,1.910e-02,1.680e-01,2.240e-01,2.550e-01,5.500e+01,2.943e-02,2.160e+01,3.132e+01,1.264e+02,3.469e+04,6.740e+00,1.560e+02,5.385e+03,1.469e+01,1.024e+00,3.150e-09,1.019e+01,7.300e+01,3.200e+00,1.700e+00,2.300e-02,9.800e+01,1.080e+02,6.894e-07,4.291e-02,1.070e-01,2.271e-01,4.209e-01,8.222e-01,1.778e-01,5.791e-01,7.729e-01,8.930e-01,9.571e-01,1.001e+00,1.661e+00,yes,no,370791
3.082e+00,-1.014e+00,3.465e+01,1.388e+02,1.375e+02,3.684e-06,2.582e-04,1.379e-04,9.183e-02,1.623e+00,1.706e+00,1.744e+00,5.070e+01,2.420e-02,2.000e-02,2.500e-02,1.500e-02,5.400e+01,4.769e-02,1.505e+01,2.730e+01,1.026e+02,3.204e+04,1.477e+01,4.900e+02,6.320e+03,3.261e+01,1.024e+00,3.270e-09,1.086e+01,2.550e+01,1.400e+00,7.900e+00,2.900e-02,1.790e+02,3.465e+01,3.638e-07,6.366e-02,1.720e-01,3.740e-01,6.393e-01,9.199e-01,8.011e-02,3.607e-01,6.260e-01,8.280e-01,9.363e-01,1.701e+00,4.657e-01,yes,yes,213823
2.450e+00,-1.820e+00,1.520e+01,5.488e+01,?,3.960e-07,4.400e-05,1.127e-05,?,1.966e+00,2.009e+00,?,7.300e+00,2.900e-02,1.400e-02,-3.300e-02,?,5.600e+01,9.492e-02,3.520e+00,8.160e+00,1.472e+01,0.000e+00,7.150e+00,1.465e+03,0.000e+00,0.000e+00,6.400e+01,?,?,2.800e+00,4.000e-01,2.900e-01,2.600e-02,1.250e+02,1.520e+01,1.032e-07,6.134e-02,1.593e-01,3.405e-01,5.895e-01,8.922e-01,1.078e-01,4.105e-01,6.595e-01,8.407e-01,9.387e-01,1.301e+00,6.768e-01,no,no,286809
9.710e-01,-1.688e+00,4.240e+00,2.865e+01,2.274e+01,1.458e-06,1.614e-04,6.290e-05,4.123e-02,2.058e+00,2.119e+00,2.006e+00,8.330e+01,2.810e-02,5.500e-02,7.000e-02,7.000e-03,5.500e+01,3.874e-01,1.240e+00,1.560e+00,4.440e+00,3.414e+04,1.147e+01,2.000e+02,2.091e+03,2.971e+01,2.560e-01,4.400e-10,4.890e+00,1.400e+01,1.030e+01,1.400e+00,2.900e-02,6.800e+01,4.240e+00,6.919e-07,3.196e-03,9.347e-03,2.400e-02,5.779e-02,1.988e-01,8.012e-01,9.422e-01,9.760e-01,9.907e-01,9.968e-01,3.010e-01,8.571e+01,yes,yes,373172
1.755e+00,-5.261e-01,6.180e+00,2.346e+01,3.602e+01,4.109e-07,4.004e-05,2.799e-05,1.945e-01,2.322e+00,2.223e+00,4.045e+00,1.480e+01,8.590e-02,5.400e-02,7.800e-02,1.780e-01,5.500e+01,1.154e-01,2.820e+00,3.534e+01,4.356e+01,3.566e+04,9.390e+00,2.380e+02,5.375e+03,1.424e+01,1.024e+00,3.110e-09,1.153e+01,4.700e+00,1.400e+00,1.490e+01,1.490e-01,8.800e+01,6.180e+00,6.226e-08,1.532e-02,4.162e-02,9.887e-02,2.144e-01,5.703e-01,4.297e-01,7.856e-01,9.011e-01,9.584e-01,9.847e-01,8.010e-01,1.033e+01,yes,no,420398
2.170e+00,-7.461e-01,6.960e+00,4.169e+01,4.223e+01,5.738e-07,2.352e-04,1.330e-04,5.110e-03,2.129e+00,2.647e+00,2.228e+00,2.460e+01,1.750e-02,6.800e-02,1.160e-01,-6.000e-03,5.500e+01,1.730e-01,2.480e+00,3.440e+00,7.680e+00,?,?,?,?,?,?,1.000e-10,5.000e+00,6.900e+00,1.900e+00,1.300e+00,2.200e-02,9.200e+01,6.960e+00,2.071e-07,2.909e-02,8.054e-02,1.924e-01,4.056e-01,8.198e-01,1.802e-01,5.944e-01,8.076e-01,9.195e-01,9.709e-01,1.101e+00,2.238e+00,?,yes,287364
4.667e+00,-1.373e+00,2.835e+01,1.221e+02,5.858e+01,8.446e-07,1.777e-04,3.722e+03,6.462e+11,1.656e+00,6.558e+00,-2.000e+00,1.040e+01,6.500e-02,-1.200e-02,1.514e+02,1.081e+03,5.600e+01,6.811e-02,5.940e+00,1.512e+01,3.105e+01,0.000e+00,7.440e+00,1.426e+03,0.000e+00,0.000e+00,6.400e+01,1.000e-10,1.000e+01,3.700e+00,4.000e-01,8.800e-01,7.600e-02,1.830e+02,2.835e+01,1.516e-07,5.091e-02,1.423e-01,3.210e-01,5.772e-01,8.919e-01,1.081e-01,4.228e-01,6.790e-01,8.577e-01,9.491e-01,1.401e+00,7.594e-01,no,yes,412982
5.915e-01,-1.740e+00,1.936e+01,6.703e+01,5.126e+01,8.752e-07,2.373e-05,1.363e-05,?,1.968e+00,2.451e+00,?,1.340e+01,7.120e-02,-2.370e-01,-2.130e-01,?,5.500e+01,1.268e-01,5.060e+00,9.240e+00,1.738e+01,2.711e+05,9.000e+00,?,?,1.126e+01,8.192e+00,?,?,6.360e+00,6.900e-01,?,8.900e-02,2.782e+03,1.936e+01,2.099e-07,6.741e-02,1.736e-01,3.654e-01,6.181e-01,9.056e-01,9.444e-02,3.819e-01,6.346e-01,8.264e-01,9.326e-01,1.501e+00,5.439e-01,yes,no,106709
9.370e-01,-1.697e+00,3.480e+00,2.023e+02,1.425e+02,2.246e-06,4.446e-05,1.466e-05,1.031e-02,2.035e+00,2.380e+00,1.856e+00,4.350e+01,3.850e-02,1.360e-01,2.660e-01,-3.900e-02,5.500e+01,5.625e-01,1.120e+00,1.960e+00,5.920e+00,3.079e+04,1.985e+01,9.270e+02,8.543e+03,8.138e+01,1.024e+00,1.000e-10,5.000e+00,1.350e+01,8.580e+00,1.700e+00,5.300e-02,1.130e+02,3.480e+00,9.231e-07,1.632e-02,5.787e-02,1.650e-01,3.835e-01,7.908e-01,2.092e-01,6.165e-01,8.350e-01,9.421e-01,9.837e-01,1.001e+00,3.615e+00,yes,yes,229185
2.680e+00,?,3.500e+00,3.682e+01,2.053e+01,2.666e-07,2.450e-05,1.870e-05,2.162e-01,2.102e+00,2.064e+00,2.269e+00,6.400e+00,4.090e-02,3.500e-02,3.500e-02,1.310e-01,5.500e+01,3.133e-01,1.960e+00,3.332e+01,3.990e+01,1.699e+05,6.780e+00,3.450e+02,1.886e+04,1.248e+01,4.096e+00,2.930e-09,1.019e+01,4.020e+00,3.400e-01,4.570e-01,4.300e-02,9.900e+01,3.500e+00,4.220e-08,4.278e-02,1.168e-01,2.646e-01,4.941e-01,8.368e-01,1.632e-01,5.059e-01,7.354e-01,8.832e-01,9.572e-01,1.001e+00,1.397e+00,yes,yes,213486
3.780e+00,-3.394e-01,1.764e+01,1.420e+02,9.466e+01,6.050e-07,2.102e-04,1.163e-04,6.298e+11,2.082e+00,2.240e+00,1.181e+01,1.640e+01,3.940e-02,2.000e-02,7.000e-02,1.769e+02,5.400e+01,1.303e-01,5.400e+00,9.180e+00,1.854e+01,1.250e+05,7.960e+00,3.630e+02,1.401e+04,1.590e+01,3.072e+00,9.990e-12,5.000e+00,6.970e+00,4.600e-01,5.100e-01,4.900e-02,9.700e+01,1.764e+01,1.405e-07,4.656e-02,1.341e-01,3.097e-01,5.673e-01,8.886e-01,1.114e-01,4.327e-01,6.903e-01,8.659e-01,9.534e-01,1.301e+00,8.309e-01,yes,yes,213630
3.355e+00,-1.939e+00,4.000e+01,5.178e+01,?,3.285e-06,2.744e-05,4.164e-06,2.991e-02,1.967e+00,2.390e+00,2.535e+00,2.260e+01,2.650e-01,5.500e-02,-1.800e-01,1.260e-01,5.500e+01,5.474e-02,1.240e+01,2.000e+01,4.200e+01,0.000e+00,1.083e+01,1.510e+03,0.000e+00,0.000e+00,6.400e+01,1.300e-09,7.610e+00,2.240e+01,1.590e+00,4.000e+00,3.820e-01,1.460e+02,4.000e+01,5.068e-07,4.784e-02,1.186e-01,2.524e-01,4.652e-01,8.396e-01,1.604e-01,5.348e-01,7.476e-01,8.814e-01,9.522e-01,1.001e+00,1.352e+00,no,no,252593
3.626e+00,-1.178e+00,2.244e+01,4.055e+02,1.929e+02,7.448e-06,7.131e-05,3.033e-05,3.586e-02,1.524e+00,1.689e+00,1.398e+00,2.680e+01,2.330e-02,-2.000e-03,3.300e-02,-2.000e-03,5.600e+01,2.791e-02,1.672e+01,2.651e+02,3.307e+02,?,?,?,?,?,?,?,?,3.600e+01,1.500e+00,1.900e-01,9.900e-02,5.000e+01,2.244e+01,4.096e-07,3.869e-02,1.158e-01,2.787e-01,5.352e-01,8.785e-01,1.215e-01,4.648e-01,7.213e-01,8.842e-01,9.613e-01,1.301e+00,1.049e+00,?,yes,285654
